0.24,0.01,-0.93,-0.06,-5.86,0.73
0.22,0.02,-0.93,-4.94,-11.78,1.34
0.22,0.03,-0.97,-13.12,-16.3,-1.95
0.13,0.04,-0.97,-18.74,-22.34,-7.39
0.1,-0.02,-1.02,-0.79,-9.34,-7.2
0.25,0.0,-1.03,11.11,16.91,6.29
0.44,0.02,-1.03,9.83,26.61,15.08
0.34,-0.01,-0.98,4.7,-9.46,9.77
0.17,-0.0,-0.96,3.78,-33.81,0.55
0.12,0.02,-0.95,5.19,-17.33,-4.27
0.17,0.0,-0.92,5.43,-3.3,3.11
0.2,-0.01,-0.92,6.65,10.68,3.05
0.24,0.0,-0.93,6.16,11.11,-0.24
0.22,0.0,-0.93,4.64,8.36,-0.73
0.2,-0.01,-0.94,0.43,2.62,-0.55
0.21,-0.02,-0.96,-3.11,1.71,-3.54
0.26,-0.0,-0.95,-11.11,-2.32,-8.97
0.26,0.03,-0.95,-12.45,-6.84,-10.56
0.22,0.03,-1.0,-6.47,-14.04,-9.89
0.19,0.01,-1.11,1.65,-11.54,-6.1
0.25,0.02,-1.07,8.61,-2.99,-1.28
0.35,0.01,-0.95,5.0,7.08,3.48
0.28,-0.01,-0.92,-1.04,-0.43,3.23
0.18,-0.02,-0.9,-7.93,-15.75,-2.01
0.15,-0.0,-0.87,-8.79,-14.22,-4.03
0.21,0.0,-0.91,-4.76,0.12,-2.75
0.26,0.01,-0.99,-1.65,7.02,-2.14
0.27,0.03,-1.0,0.67,11.9,-1.4
0.27,0.03,-1.0,2.32,11.96,2.44
0.23,0.01,-1.01,2.69,10.86,2.69
