0.99,-0.01,-0.17,3.91,-1.28,-0.06
0.99,-0.0,-0.19,2.01,-4.39,-0.49
0.99,-0.0,-0.2,-1.53,-8.12,-0.37
0.99,-0.0,-0.18,-3.23,-7.63,-0.55
0.9,-0.08,-0.21,3.85,-1.28,1.04
1.0,-0.06,-0.18,8.91,25.33,-0.12
1.11,-0.02,-0.12,5.13,20.26,-1.77
1.02,-0.0,-0.12,-1.89,-18.13,5.86
0.89,-0.0,-0.17,-1.04,-12.88,0.06
0.93,0.0,-0.18,0.43,2.2,-5.0
0.98,0.0,-0.18,0.31,11.05,2.01
1.02,-0.0,-0.18,0.18,5.68,4.64
1.01,-0.0,-0.19,1.71,-3.11,1.34
0.99,-0.0,-0.19,2.08,-4.52,0.49
0.99,-0.01,-0.19,2.14,-3.97,0.61
0.98,-0.01,-0.19,0.67,-2.5,-0.61
0.95,-0.02,-0.2,-0.73,-2.5,-1.77
0.93,-0.02,-0.19,-3.3,5.62,-2.87
1.0,-0.01,-0.15,-4.52,13.12,-3.11
1.05,-0.02,-0.16,-5.25,11.84,-1.53
1.0,-0.04,-0.23,-3.54,3.91,0.37
0.98,-0.03,-0.22,1.34,-0.31,1.04
1.01,-0.0,-0.16,1.04,0.85,0.24
1.0,0.0,-0.15,-0.85,-3.11,0.98
0.98,-0.0,-0.16,-1.95,-13.98,1.4
0.94,-0.01,-0.19,-1.4,-11.66,-1.1
0.95,-0.0,-0.19,-0.49,1.16,-1.46
1.0,-0.01,-0.18,0.12,6.1,0.79
1.02,-0.01,-0.18,1.16,6.04,2.44
0.99,-0.0,-0.18,1.4,2.26,1.65
