0.69,0.03,0.71,9.52,3.05,2.26
0.61,0.05,0.72,5.19,0.18,1.89
0.63,0.04,0.74,0.79,0.12,-0.31
0.69,0.03,0.78,-5.07,9.03,0.92
0.71,0.06,0.85,-4.88,17.58,3.3
0.76,0.05,0.72,9.77,29.54,4.27
0.84,0.01,0.61,7.93,19.29,5.55
0.72,0.04,0.69,3.23,-0.55,4.52
0.63,0.06,0.74,3.97,-20.45,-3.66
0.62,0.06,0.73,3.91,-12.27,-5.98
0.7,0.03,0.71,1.46,8.24,-0.31
0.75,0.01,0.72,-0.61,9.46,0.12
0.72,0.02,0.72,-1.65,5.19,-1.65
0.7,0.03,0.72,-0.98,-3.42,-2.81
0.69,0.04,0.73,-0.49,-1.95,-1.71
0.69,0.04,0.73,-0.55,1.28,-0.92
0.7,0.04,0.73,-1.65,4.76,-0.37
0.7,0.04,0.74,-3.36,6.53,-0.37
0.71,0.04,0.76,-4.94,4.27,-0.73
0.71,0.03,0.7,-2.93,-3.72,-1.28
0.71,0.02,0.67,3.11,-14.77,-3.3
0.73,0.01,0.73,1.4,-7.81,-0.06
0.72,0.03,0.76,-1.95,-7.93,1.53
0.7,0.04,0.77,-3.36,-14.04,-0.06
0.65,0.05,0.76,-2.99,-12.57,-1.46
0.65,0.05,0.74,-2.87,-3.42,-0.31
0.68,0.04,0.73,-3.23,0.92,0.31
0.7,0.04,0.74,-3.85,4.7,0.55
0.69,0.05,0.75,-3.72,3.78,1.16
0.69,0.05,0.74,-3.11,1.4,1.59
