0.35,0.92,-0.08,0.37,-1.4,1.22
0.34,0.94,-0.07,5.25,-8.0,2.44
0.34,0.94,-0.08,6.35,-13.43,0.98
0.4,0.93,-0.08,3.97,-19.96,-1.4
0.38,0.94,-0.08,-7.93,-21.85,0.12
0.17,0.91,-0.13,-8.18,-5.0,2.32
0.22,0.89,-0.17,7.81,39.61,11.17
0.55,0.91,-0.12,8.85,46.33,9.52
0.5,0.9,-0.04,4.58,27.04,2.26
0.38,0.92,-0.01,-0.43,-45.78,-10.44
0.21,0.95,-0.06,-0.06,-50.23,-9.09
0.22,0.94,-0.1,0.18,-2.01,8.42
0.34,0.91,-0.09,0.37,13.67,8.85
0.37,0.92,-0.09,-1.46,4.82,-5.0
0.35,0.95,-0.08,-1.71,-0.85,-6.29
0.35,0.94,-0.08,-1.16,-0.55,-2.26
0.35,0.93,-0.08,-1.4,0.55,5.13
0.32,0.92,-0.09,-2.01,-2.44,3.66
0.3,0.92,-0.1,-2.2,-1.95,-2.26
0.29,0.93,-0.09,-2.26,2.08,-2.56
0.3,0.93,-0.07,-2.62,4.76,-1.95
0.31,0.93,-0.04,-5.49,5.13,-5.55
0.37,0.93,-0.07,-5.68,4.88,-8.48
0.41,0.91,-0.19,2.32,-8.06,-5.13
0.4,0.9,-0.18,5.0,-12.63,2.56
0.36,0.94,-0.08,3.05,-7.63,4.33
0.34,0.94,-0.06,1.77,-9.77,3.05
0.33,0.93,-0.04,1.16,-38.39,-7.02
0.29,0.93,-0.06,-0.43,-47.3,-8.12
0.28,0.92,-0.08,-1.34,-29.36,1.83
