0.38,0.05,-0.87,-10.07,-21.48,-6.29
0.44,-0.02,-0.87,-4.88,-12.02,2.75
0.42,0.04,-0.9,-8.36,14.89,8.06
0.59,0.06,-0.93,-3.54,11.11,-3.36
0.52,0.07,-0.87,0.85,-40.22,1.53
0.4,0.05,-0.85,0.0,-42.36,4.7
0.33,0.03,-0.86,0.12,-25.02,2.32
0.38,0.05,-0.86,6.04,7.69,-0.31
0.44,0.04,-0.88,7.2,12.39,0.67
0.44,0.04,-0.89,6.77,13.73,1.16
0.43,0.03,-0.89,5.25,12.94,-0.67
0.41,0.02,-0.88,3.91,11.17,-1.59
0.41,0.02,-0.88,0.12,11.47,-3.91
0.47,0.03,-0.88,-1.04,12.82,-5.37
0.52,0.04,-0.9,3.3,6.04,-6.23
0.58,0.04,-0.96,8.73,-5.13,-4.52
0.43,0.08,-0.99,9.95,-15.32,-0.92
0.35,0.09,-0.91,2.75,-5.8,4.03
0.37,0.07,-0.83,0.92,0.73,5.25
0.43,0.03,-0.86,3.85,-4.7,0.0
0.44,0.01,-0.88,4.15,-5.8,-4.39
0.43,0.03,-0.86,3.11,-2.75,-4.09
0.44,0.04,-0.85,2.26,4.39,4.64
0.48,0.04,-0.86,2.56,3.42,4.88
0.47,0.05,-0.87,2.62,-0.55,-1.83
0.42,0.07,-0.9,2.32,0.12,-2.44
0.42,0.08,-0.91,1.77,2.2,-0.24
0.43,0.08,-0.91,1.34,7.81,2.62
0.44,0.07,-0.91,1.28,10.19,1.53
0.45,0.06,-0.91,0.61,10.62,0.79
