0.31,0.89,-0.05,5.92,34.55,8.79
0.48,0.9,-0.09,7.14,52.37,8.91
0.57,0.9,-0.1,-0.06,24.54,-0.31
0.36,0.91,-0.05,-0.85,-17.88,-3.17
0.26,0.93,-0.05,1.1,-42.6,-5.49
0.23,0.95,-0.07,0.49,-15.99,1.1
0.31,0.92,-0.07,0.98,12.94,7.2
0.38,0.91,-0.07,1.71,19.23,-0.85
0.41,0.93,-0.08,1.1,3.23,-5.98
0.36,0.94,-0.09,-0.61,-10.68,-1.89
0.31,0.93,-0.06,-1.83,-4.64,1.77
0.3,0.92,-0.03,-3.54,2.99,1.95
0.34,0.93,-0.04,-6.59,10.68,-7.69
0.41,0.93,-0.1,-4.33,11.9,-10.62
0.46,0.9,-0.17,5.86,-1.16,-1.46
0.39,0.9,-0.13,5.68,-10.68,4.33
0.33,0.92,-0.05,-2.69,-8.18,6.29
0.31,0.95,-0.01,-2.87,-5.74,4.7
0.33,0.93,-0.04,-0.31,-10.38,0.98
0.32,0.91,-0.08,0.55,-26.49,-5.31
0.3,0.91,-0.11,-0.85,-21.67,-3.17
0.31,0.91,-0.09,-0.61,9.7,5.07
0.38,0.91,-0.04,0.61,18.25,4.33
0.39,0.92,-0.04,1.4,15.75,0.31
0.39,0.93,-0.05,0.37,0.24,-2.75
0.37,0.94,-0.07,-0.92,-1.4,1.1
0.35,0.93,-0.07,-1.4,2.75,6.71
0.34,0.92,-0.08,-0.37,2.93,4.27
0.32,0.92,-0.07,0.67,2.26,0.06
0.32,0.92,-0.07,0.73,2.14,-2.75
