ax,ay,az,gx,gy,gz
0.49,0.82,0.06,26.79,-10.56,-0.49
0.48,0.82,0.09,26.67,-9.64,-2.26
0.5,0.82,0.1,25.21,-8.36,-5.8
0.51,0.81,0.13,24.17,-8.54,-7.14
0.5,0.82,0.12,22.71,-5.49,-9.16
0.47,0.82,0.1,22.52,-1.4,-9.83
0.46,0.82,0.1,22.64,3.85,-10.5
0.45,0.82,0.11,21.97,12.82,-13.73
0.51,0.8,0.14,21.06,14.1,-15.93
0.56,0.79,0.15,18.37,9.34,-19.47
0.6,0.79,0.14,16.48,4.52,-20.75
0.59,0.79,0.14,14.59,-0.06,-21.48
0.56,0.79,0.13,11.78,-3.48,-22.34
0.51,0.79,0.12,11.17,-2.08,-23.19
0.51,0.79,0.13,11.35,5.19,-25.27
0.56,0.77,0.14,11.41,10.19,-26.0
0.59,0.77,0.14,10.5,15.32,-27.83
0.6,0.77,0.13,9.64,15.08,-29.11
0.56,0.78,0.1,8.73,14.22,-30.46
0.54,0.77,0.09,7.14,9.77,-34.42
0.61,0.74,0.13,6.16,2.44,-37.72
0.7,0.72,0.17,1.89,-25.51,-44.01
0.76,0.72,0.22,-0.92,-40.04,-44.92
0.74,0.73,0.22,-3.72,-48.28,-44.37
0.71,0.74,0.21,-7.45,-39.61,-38.94
0.69,0.72,0.22,-8.67,-29.24,-35.28
0.71,0.7,0.23,-9.58,-11.29,-28.14
0.74,0.68,0.2,-9.52,-3.6,-25.45
0.76,0.68,0.18,-9.83,3.66,-22.95
0.77,0.68,0.16,-12.02,10.86,-17.15
0.75,0.69,0.14,-13.79,9.77,-15.38
0.74,0.69,0.15,-16.97,4.94,-13.0
0.74,0.69,0.16,-18.25,3.17,-12.08
0.75,0.68,0.15,-19.23,1.77,-11.41
0.76,0.68,0.13,-19.1,2.62,-9.28
0.74,0.7,0.09,-18.55,6.41,-7.45
0.74,0.7,0.09,-18.92,15.87,-2.5
0.76,0.7,0.12,-19.59,17.52,-0.43
0.76,0.69,0.11,-20.32,16.05,0.79
0.76,0.69,0.09,-21.06,8.0,1.83
0.75,0.69,0.06,-21.06,4.03,2.44
0.75,0.7,0.07,-21.24,0.49,4.27
0.73,0.7,0.08,-21.48,0.49,5.25
0.71,0.7,0.07,-22.28,0.85,6.04
0.73,0.69,0.04,-21.97,0.12,6.16
0.75,0.69,0.02,-20.94,-1.59,6.71
0.75,0.7,0.0,-18.13,-3.05,8.67
0.73,0.72,0.01,-17.58,-0.55,10.5
0.72,0.72,0.03,-17.52,5.62,14.4
0.72,0.72,0.05,-17.82,5.86,15.2
0.72,0.71,0.05,-18.13,3.6,15.56
0.73,0.71,0.04,-18.01,-3.91,15.93
0.73,0.71,0.0,-16.91,-6.35,16.11
0.72,0.72,-0.0,-15.38,-5.19,18.07
0.69,0.74,0.01,-15.14,-2.99,19.65
0.69,0.74,0.01,-14.89,-1.4,20.69
0.69,0.73,0.02,-13.92,-1.1,21.91
0.7,0.73,0.0,-13.31,-1.65,22.46
0.69,0.73,-0.01,-11.84,-1.95,23.93
0.67,0.75,-0.01,-11.17,-1.59,24.72
0.67,0.75,0.0,-10.31,0.43,26.18
0.65,0.76,0.0,-9.95,1.53,26.73
0.65,0.76,-0.0,-9.64,1.83,27.04
0.65,0.76,-0.0,-8.79,-0.92,27.59
0.65,0.77,-0.01,-8.36,-2.26,27.89
0.64,0.77,-0.01,-7.57,-1.83,28.69
0.61,0.78,-0.01,-7.2,-1.46,28.87
0.61,0.78,-0.01,-6.23,-3.48,28.69
0.61,0.79,-0.02,-5.31,-4.88,28.75
0.6,0.79,-0.02,-3.6,-3.78,29.36
0.57,0.8,-0.03,-2.87,-1.65,29.85
