ax,ay,az,gx,gy,gz
-0.11,0.22,-0.96,-7.87,-16.97,2.87
-0.08,0.22,-0.97,-8.24,-27.16,2.87
-0.0,0.22,-0.99,-9.03,-37.35,1.83
0.02,0.22,-0.99,-11.05,-62.07,2.75
0.06,0.22,-1.0,-10.25,-74.95,2.87
0.09,0.21,-1.01,-8.3,-108.95,0.61
0.04,0.22,-1.02,-7.93,-126.16,-1.83
-0.02,0.23,-1.03,-6.77,-136.47,-4.94
-0.04,0.24,-1.04,-3.54,-135.44,-6.23
0.0,0.23,-1.02,-2.14,-130.62,-5.74
0.04,0.23,-1.0,-0.61,-125.61,-8.42
0.06,0.24,-0.99,0.0,-122.19,-9.52
0.09,0.24,-0.98,1.59,-108.15,-7.2
0.16,0.22,-0.97,1.89,-102.66,-5.98
0.17,0.22,-0.97,2.32,-97.05,-6.71
0.14,0.23,-0.94,1.53,-92.71,-6.96
0.15,0.23,-0.91,-0.24,-86.06,-6.77
0.17,0.22,-0.91,-3.17,-70.56,-6.59
0.22,0.22,-0.94,-3.05,-64.15,-6.41
0.24,0.22,-0.95,-0.79,-52.49,-4.64
0.34,0.2,-0.92,-1.04,-51.88,-3.97
0.37,0.2,-0.9,-4.46,-63.48,-6.16
0.37,0.2,-0.91,-5.43,-68.42,-7.26
0.36,0.2,-0.93,-4.39,-69.58,-6.35
0.38,0.2,-0.95,-3.66,-70.8,-6.1
0.4,0.21,-0.94,-3.11,-80.44,-8.61
0.43,0.21,-0.87,-3.54,-83.92,-9.16
0.43,0.21,-0.85,-4.09,-83.92,-8.61
0.44,0.2,-0.87,-3.36,-82.46,-9.22
0.45,0.2,-0.88,-2.26,-80.81,-9.95
0.46,0.2,-0.89,-0.79,-79.47,-9.64
0.54,0.19,-0.84,-1.4,-81.36,-9.22
0.57,0.18,-0.8,-5.19,-90.7,-9.58
0.57,0.19,-0.76,-7.63,-94.97,-9.58
0.55,0.2,-0.79,-8.91,-96.5,-9.4
0.54,0.19,-0.83,-7.81,-85.88,-7.63
0.54,0.19,-0.83,-7.57,-77.45,-5.55
0.55,0.19,-0.81,-7.45,-66.41,-3.54
0.64,0.17,-0.75,-6.71,-63.9,-4.15
0.68,0.17,-0.73,-6.59,-68.73,-6.96
0.68,0.17,-0.73,-8.06,-74.1,-8.18
0.66,0.17,-0.73,-10.13,-75.07,-7.51
0.65,0.17,-0.72,-10.01,-70.37,-6.04
0.65,0.17,-0.71,-8.06,-58.47,-5.13
0.67,0.16,-0.71,-7.26,-53.47,-5.49
0.7,0.16,-0.7,-8.97,-53.22,-5.37
0.76,0.15,-0.65,-10.07,-58.04,-4.27
0.76,0.15,-0.64,-9.89,-63.78,-3.54
0.76,0.15,-0.65,-7.75,-73.0,-5.19
0.77,0.15,-0.66,-7.08,-74.22,-5.8
0.8,0.15,-0.64,-5.31,-72.51,-3.91
0.81,0.15,-0.59,-4.39,-71.66,-2.75
0.79,0.15,-0.57,-4.64,-68.24,-2.2
0.78,0.14,-0.55,-5.49,-66.53,-2.38
0.76,0.15,-0.55,-6.04,-61.77,-4.52
0.73,0.16,-0.58,-4.39,-57.25,-6.59
0.74,0.16,-0.6,0.12,-41.2,-9.46
0.8,0.14,-0.59,1.1,-31.01,-8.85
0.82,0.13,-0.57,1.04,-22.64,-6.53
0.84,0.12,-0.55,-0.06,-18.92,-4.52
0.9,0.13,-0.5,0.67,-23.19,-5.43
0.88,0.14,-0.5,5.0,-32.84,-8.12
0.82,0.15,-0.49,7.69,-29.48,-8.36
0.81,0.15,-0.49,12.63,-6.29,-5.68
0.9,0.15,-0.54,14.83,3.05,-4.52
0.93,0.15,-0.55,16.78,6.16,-3.72
0.92,0.14,-0.53,18.37,0.49,-2.14
0.84,0.14,-0.51,19.29,-2.14,-1.04
0.81,0.15,-0.53,21.55,-1.1,-2.38
