ax,ay,az,gx,gy,gz
0.27,0.66,-0.63,-13.55,7.39,1.16
0.27,0.66,-0.69,-14.65,23.93,4.52
0.32,0.67,-0.73,-13.24,31.92,7.02
0.38,0.68,-0.75,-6.96,33.63,11.41
0.46,0.67,-0.69,-4.33,27.53,12.76
0.39,0.66,-0.64,-9.95,5.31,9.7
0.19,0.66,-0.65,-11.23,-3.48,4.64
0.14,0.66,-0.68,-7.51,-0.06,-1.89
0.13,0.64,-0.73,-4.94,11.05,-0.79
0.19,0.63,-0.72,-2.69,22.22,0.85
0.27,0.64,-0.69,-3.36,26.55,2.08
0.35,0.66,-0.68,-4.46,20.39,1.71
0.33,0.67,-0.7,-4.46,5.19,-0.79
0.28,0.67,-0.72,-3.85,1.46,-0.67
0.27,0.66,-0.71,-2.69,1.71,1.77
0.26,0.65,-0.68,-2.44,1.53,1.16
0.26,0.65,-0.67,-2.5,0.24,-0.67
0.26,0.66,-0.67,-2.93,1.28,-0.18
0.26,0.66,-0.68,-2.87,4.58,0.37
0.26,0.66,-0.73,-1.53,4.64,0.12
0.26,0.66,-0.75,0.61,4.21,0.0
0.27,0.66,-0.75,5.62,6.59,1.89
0.3,0.66,-0.71,8.06,7.45,3.36
0.28,0.66,-0.69,10.99,6.71,3.6
0.25,0.65,-0.68,11.29,9.28,3.11
0.24,0.65,-0.69,7.81,18.01,5.31
0.23,0.65,-0.69,5.62,18.8,6.59
0.23,0.65,-0.68,3.85,16.17,6.35
0.23,0.65,-0.68,2.26,10.07,3.97
0.2,0.66,-0.69,2.38,10.68,3.78
0.21,0.66,-0.7,2.69,14.59,3.66
0.26,0.66,-0.69,1.89,12.94,2.14
0.28,0.67,-0.68,0.55,8.12,0.37
0.29,0.67,-0.68,-0.92,-3.42,-0.79
0.27,0.67,-0.69,-1.04,-6.77,-0.98
0.25,0.67,-0.69,-2.32,-8.85,-0.92
0.23,0.67,-0.69,-2.56,-8.18,-0.98
0.22,0.67,-0.71,-1.77,-3.6,-1.04
0.2,0.67,-0.74,-1.34,0.24,-0.73
0.21,0.67,-0.73,-0.18,5.25,0.12
0.23,0.66,-0.72,4.58,12.08,1.83
0.26,0.66,-0.71,6.04,9.77,1.53
0.25,0.66,-0.71,0.92,0.37,-0.12
0.23,0.66,-0.67,-0.73,-0.12,0.92
0.25,0.66,-0.67,0.67,1.71,1.83
0.27,0.66,-0.69,1.16,-1.65,-0.18
0.23,0.68,-0.71,-0.49,-5.86,-0.79
0.22,0.68,-0.72,0.55,-3.36,0.92
0.21,0.67,-0.71,1.95,2.5,2.38
0.23,0.66,-0.69,1.89,10.74,3.72
0.25,0.66,-0.63,0.85,9.03,3.6
0.23,0.66,-0.62,0.98,4.39,2.75
0.21,0.66,-0.64,3.85,-3.3,-1.77
0.24,0.68,-0.69,3.97,-4.09,-2.75
0.24,0.68,-0.69,3.05,0.92,1.4
0.23,0.68,-0.7,2.81,5.13,3.17
0.24,0.69,-0.72,4.21,9.64,1.95
0.28,0.69,-0.74,6.71,9.16,2.14
0.28,0.67,-0.71,8.3,0.85,3.23
0.23,0.65,-0.69,6.53,-4.94,1.95
0.21,0.67,-0.71,5.43,-8.85,-0.06
0.2,0.68,-0.72,6.16,-7.93,0.31
0.22,0.67,-0.66,6.59,-5.13,1.22
0.22,0.67,-0.66,6.41,-1.65,-1.04
0.2,0.69,-0.67,5.92,-1.46,-1.53
0.2,0.69,-0.67,5.31,-1.22,-0.61
0.21,0.67,-0.68,4.03,0.92,-1.53
0.22,0.68,-0.68,3.36,0.85,-3.11
0.23,0.68,-0.67,1.22,-1.4,-2.69
