ax,ay,az,gx,gy,gz
0.28,0.76,-0.57,-0.12,-0.12,-0.79
0.28,0.76,-0.56,-0.24,-0.85,-0.61
0.28,0.76,-0.56,-0.43,-1.22,-0.67
0.29,0.76,-0.56,-0.37,-1.22,-0.49
0.29,0.77,-0.56,-0.24,-1.4,0.24
0.29,0.77,-0.56,-0.12,-2.14,0.85
0.28,0.77,-0.55,0.73,-2.2,1.04
0.29,0.77,-0.55,0.98,-0.98,1.53
0.28,0.77,-0.56,1.77,0.92,1.71
0.27,0.77,-0.58,2.81,1.53,1.1
0.28,0.77,-0.59,3.66,2.08,1.16
0.28,0.76,-0.58,3.54,2.38,2.81
0.26,0.76,-0.56,2.93,2.93,3.23
0.27,0.76,-0.56,2.69,4.09,2.44
0.27,0.76,-0.55,1.89,2.75,2.14
0.25,0.76,-0.56,0.49,-0.18,1.22
0.26,0.76,-0.56,-0.31,-3.72,-2.81
0.28,0.77,-0.57,-0.06,-2.87,-2.99
0.29,0.77,-0.56,-0.24,-0.49,-0.61
0.28,0.77,-0.55,-0.49,-0.43,-0.49
0.27,0.78,-0.55,-0.73,-0.85,-0.73
0.27,0.78,-0.55,-1.16,-0.98,-0.92
0.28,0.77,-0.55,-0.98,-0.37,-0.98
0.29,0.77,-0.56,0.0,0.79,0.06
0.29,0.76,-0.56,0.24,0.92,0.55
0.28,0.76,-0.56,-0.55,0.43,0.79
0.27,0.77,-0.56,-0.85,0.0,0.98
0.27,0.77,-0.55,-0.98,-0.55,1.04
0.27,0.77,-0.55,-0.67,-1.22,0.55
0.27,0.77,-0.56,-0.24,-0.85,0.37
0.28,0.76,-0.57,0.37,0.0,0.12
0.29,0.76,-0.57,0.55,-0.98,-0.06
0.29,0.76,-0.57,0.73,-3.48,-0.98
0.3,0.76,-0.56,0.43,-7.32,-2.2
0.26,0.78,-0.55,0.24,-5.55,-0.85
0.26,0.77,-0.56,1.04,-1.59,-0.12
0.28,0.77,-0.57,1.1,-0.49,0.0
0.28,0.77,-0.57,2.01,1.22,1.53
0.29,0.76,-0.56,2.01,0.37,1.83
0.28,0.76,-0.55,1.59,-1.22,1.34
0.27,0.77,-0.55,0.31,-2.69,0.12
0.25,0.77,-0.56,0.0,-1.71,-0.61
0.27,0.77,-0.55,-0.18,0.73,-0.49
0.3,0.77,-0.56,0.0,0.79,0.12
0.3,0.77,-0.57,0.31,-0.12,0.18
0.29,0.77,-0.57,0.92,-2.69,-0.31
0.28,0.77,-0.55,0.92,-2.81,0.18
0.28,0.77,-0.54,0.92,-1.83,0.79
0.28,0.76,-0.56,0.55,-1.95,0.55
0.27,0.76,-0.57,-0.18,-1.16,-0.24
0.27,0.77,-0.57,-0.12,0.06,-0.06
0.28,0.77,-0.55,0.06,0.61,0.37
0.29,0.77,-0.55,0.37,-1.46,-0.31
0.28,0.77,-0.55,0.37,-2.08,-0.98
0.28,0.77,-0.56,0.85,-0.67,-0.85
0.29,0.77,-0.56,0.73,-0.06,-0.61
0.29,0.77,-0.56,0.31,0.31,-0.43
0.29,0.77,-0.56,-0.12,0.85,0.43
0.28,0.77,-0.55,0.55,0.79,0.37
0.28,0.77,-0.56,1.65,-0.12,-1.65
0.3,0.77,-0.56,1.04,0.0,-1.28
0.29,0.77,-0.56,1.28,0.31,0.18
0.27,0.77,-0.56,2.32,-0.79,-1.1
0.27,0.77,-0.56,3.23,-1.53,-2.26
0.27,0.77,-0.56,3.3,0.18,-1.71
0.27,0.78,-0.55,3.11,1.04,-1.53
0.27,0.78,-0.55,3.91,0.0,-2.69
0.28,0.77,-0.56,4.52,-0.92,-2.69
0.29,0.77,-0.56,4.76,-1.4,-2.69
0.29,0.77,-0.56,3.05,-0.43,-1.65
0.28,0.77,-0.54,2.14,0.06,-0.92
