ax,ay,az,gx,gy,gz
0.67,0.48,-0.56,-0.43,0.31,0.55
0.67,0.47,-0.56,0.24,0.0,0.37
0.66,0.48,-0.56,0.49,-0.18,-0.06
0.66,0.48,-0.56,0.73,0.18,-0.55
0.66,0.48,-0.56,0.73,0.49,-0.55
0.67,0.48,-0.55,0.79,0.43,-0.55
0.68,0.48,-0.56,1.04,-0.37,-0.92
0.68,0.48,-0.56,1.1,-0.24,-0.85
0.68,0.47,-0.56,0.85,0.12,0.12
0.68,0.47,-0.55,0.79,-0.12,0.12
0.68,0.47,-0.55,0.85,-0.18,-0.12
0.68,0.48,-0.55,0.79,0.55,0.37
0.68,0.47,-0.55,0.73,0.43,0.43
0.67,0.48,-0.55,0.37,-0.12,0.24
0.67,0.48,-0.55,0.0,-0.06,0.24
0.67,0.48,-0.55,-0.24,0.43,-0.12
0.67,0.48,-0.55,-0.31,0.67,-0.12
0.67,0.48,-0.55,-0.37,0.73,-0.06
0.67,0.48,-0.55,-0.61,0.18,-0.24
0.68,0.48,-0.55,-0.61,0.24,-0.24
0.68,0.48,-0.56,-0.06,0.31,0.0
0.68,0.48,-0.56,0.31,0.43,0.0
0.68,0.48,-0.56,0.61,0.73,0.18
0.68,0.48,-0.56,0.85,0.43,0.73
0.67,0.48,-0.55,0.85,-0.43,0.37
0.66,0.48,-0.56,0.55,-0.79,0.06
0.66,0.49,-0.5,1.34,0.31,0.06
0.67,0.51,-0.48,7.26,2.75,-1.89
0.71,0.51,-0.5,20.81,7.32,-9.28
0.68,0.5,-0.58,18.49,4.33,-8.91
0.64,0.47,-0.58,2.62,-21.3,-10.8
0.49,0.47,-0.55,3.66,-26.25,-14.59
0.58,0.44,-0.72,25.57,-7.93,-16.78
0.75,0.49,-0.7,28.63,80.69,18.62
0.96,0.48,-0.57,11.6,85.02,36.25
0.92,0.41,-0.49,6.04,-25.88,4.27
0.56,0.51,-0.49,13.31,-58.17,-17.33
0.44,0.52,-0.53,13.24,-17.7,-3.66
0.57,0.47,-0.52,7.81,13.18,12.88
0.67,0.46,-0.51,2.56,26.55,14.83
0.72,0.48,-0.51,-5.86,11.35,1.16
0.69,0.51,-0.54,-8.12,2.44,1.1
0.67,0.5,-0.56,-10.44,-8.12,1.77
0.65,0.49,-0.57,-13.18,-12.27,-0.73
0.65,0.49,-0.57,-18.31,-7.39,0.43
0.6,0.49,-0.54,-19.65,1.65,2.14
0.59,0.49,-0.55,-20.2,12.02,1.65
0.63,0.5,-0.59,-16.42,18.92,-0.85
0.71,0.5,-0.62,-13.06,12.33,-0.61
0.7,0.48,-0.63,-2.69,-3.6,-1.83
0.72,0.48,-0.62,-0.24,-7.39,-1.16
0.72,0.48,-0.57,-4.03,-7.32,5.74
0.65,0.47,-0.51,-5.98,-9.7,5.68
0.63,0.48,-0.5,-6.59,-15.14,2.38
0.61,0.49,-0.52,-4.58,-22.83,-5.07
0.62,0.49,-0.53,-3.05,-20.02,-6.65
0.63,0.49,-0.53,-1.77,-3.85,-5.07
0.68,0.48,-0.55,-0.85,4.33,-3.66
0.72,0.48,-0.56,0.18,7.32,-0.61
0.72,0.48,-0.55,-0.37,3.6,0.31
0.69,0.47,-0.53,-1.65,-1.04,1.04
0.66,0.47,-0.53,-1.83,-0.43,1.04
0.67,0.48,-0.54,-1.71,0.61,0.85
0.68,0.48,-0.56,-0.73,0.55,0.73
0.68,0.48,-0.58,-0.31,-0.06,1.04
0.67,0.48,-0.58,-0.18,0.24,1.83
0.66,0.47,-0.57,-0.06,0.79,1.95
0.66,0.47,-0.56,0.0,0.55,1.83
0.66,0.47,-0.55,0.06,-1.59,0.67
0.65,0.48,-0.54,0.12,-1.77,0.31
