ax,ay,az,gx,gy,gz
0.57,0.74,-0.33,0.73,0.24,-0.18
0.57,0.74,-0.33,0.73,0.73,-0.31
0.58,0.74,-0.33,0.73,0.73,-0.43
0.58,0.74,-0.33,0.67,0.49,-0.12
0.58,0.74,-0.33,0.55,0.24,-0.06
0.58,0.73,-0.33,0.31,0.24,0.0
0.58,0.73,-0.32,0.12,1.16,0.06
0.58,0.73,-0.33,0.12,1.46,-0.12
0.58,0.74,-0.33,0.18,0.79,-0.18
0.58,0.74,-0.33,0.12,0.49,-0.06
0.58,0.74,-0.33,0.0,0.31,0.06
0.57,0.74,-0.33,-0.06,0.37,0.37
0.57,0.73,-0.33,-0.12,0.37,0.18
0.57,0.74,-0.33,-0.43,0.49,0.06
0.57,0.74,-0.33,-0.43,0.79,-0.12
0.57,0.74,-0.33,-0.12,2.2,-0.98
0.58,0.74,-0.33,0.31,2.99,-0.92
0.58,0.74,-0.33,0.61,3.48,-0.92
0.59,0.74,-0.34,0.92,2.01,-0.85
0.58,0.73,-0.34,0.79,1.16,-0.73
0.57,0.73,-0.33,0.24,2.26,-0.49
0.57,0.74,-0.32,0.12,3.48,-0.67
0.58,0.74,-0.31,0.12,5.19,-0.98
0.56,0.73,-0.3,1.1,13.55,-1.22
0.55,0.75,-0.29,1.46,16.54,-1.4
0.54,0.78,-0.3,15.08,14.95,-5.62
0.56,0.77,-0.33,18.37,12.88,-11.29
0.54,0.73,-0.23,11.05,10.07,-14.77
0.53,0.71,-0.15,5.43,-10.07,-18.74
0.61,0.72,-0.67,31.31,-13.43,-20.63
0.69,0.74,-0.87,52.12,38.39,-1.04
0.73,0.7,-0.38,30.15,61.28,19.35
0.71,0.67,-0.12,-2.87,19.47,23.07
0.56,0.65,-0.1,-8.18,-28.14,2.26
0.47,0.71,-0.21,-11.9,-61.16,-17.46
0.43,0.78,-0.28,-15.75,-38.45,-12.15
0.45,0.77,-0.3,-16.54,-8.48,-0.67
0.5,0.74,-0.3,-19.23,19.9,4.39
0.64,0.77,-0.37,-18.55,21.55,3.48
0.7,0.77,-0.42,-14.16,25.09,5.19
0.7,0.71,-0.38,-6.47,29.97,11.05
0.67,0.68,-0.34,-6.29,18.68,10.86
0.63,0.67,-0.34,-5.0,-34.24,1.1
0.57,0.73,-0.32,-7.26,-51.33,-3.78
0.54,0.75,-0.29,-15.26,-40.1,3.11
0.5,0.74,-0.27,-14.71,-27.04,5.68
0.5,0.75,-0.3,-11.78,-17.46,3.78
0.52,0.76,-0.33,-5.19,-2.69,0.55
0.57,0.75,-0.33,-2.87,3.72,1.4
0.59,0.73,-0.33,-0.24,5.62,1.65
0.58,0.72,-0.35,0.18,0.92,0.37
0.57,0.73,-0.36,-0.49,-4.64,-1.28
0.57,0.74,-0.36,-0.61,-2.38,-0.55
0.59,0.74,-0.36,-0.49,0.06,0.37
0.6,0.74,-0.35,0.73,-1.46,0.61
0.59,0.73,-0.35,1.4,-3.42,0.18
0.59,0.73,-0.34,1.77,-2.2,0.79
0.59,0.73,-0.33,1.71,-0.49,1.53
0.59,0.73,-0.33,1.65,-0.18,2.08
0.58,0.73,-0.33,1.16,-3.66,1.46
0.57,0.73,-0.32,0.67,-4.46,0.79
0.57,0.74,-0.31,0.24,-1.28,0.49
0.58,0.74,-0.3,0.55,0.61,0.24
0.59,0.74,-0.32,1.34,0.67,0.0
0.59,0.74,-0.34,1.22,-0.92,0.06
0.58,0.74,-0.34,1.04,-2.08,0.24
0.58,0.73,-0.35,1.04,-1.28,1.1
0.57,0.73,-0.34,0.98,-0.49,1.28
0.57,0.73,-0.33,0.24,-0.67,0.73
0.57,0.73,-0.31,-0.06,-0.73,0.24
