ax,ay,az,gx,gy,gz
0.2,0.8,-0.62,-3.78,2.75,-2.32
0.19,0.79,-0.6,-3.72,1.16,-1.34
0.17,0.79,-0.6,-2.01,1.65,-1.22
0.18,0.79,-0.6,-0.85,2.08,-1.4
0.19,0.79,-0.59,-0.24,2.26,-1.22
0.18,0.79,-0.59,-0.24,2.08,-0.43
0.17,0.78,-0.61,-1.28,2.62,0.0
0.17,0.79,-0.62,-0.98,4.15,2.01
0.18,0.79,-0.62,0.61,4.64,3.11
0.18,0.78,-0.61,1.53,4.09,3.72
0.16,0.78,-0.6,2.01,1.1,3.36
0.14,0.78,-0.58,2.26,0.67,2.99
0.14,0.78,-0.57,2.62,1.53,3.36
0.15,0.78,-0.57,2.5,1.4,3.05
0.15,0.78,-0.58,2.56,0.98,2.5
0.15,0.78,-0.58,2.56,1.1,2.62
0.14,0.78,-0.55,1.71,1.28,2.5
0.14,0.78,-0.54,-0.31,0.92,0.61
0.13,0.78,-0.54,-1.1,1.53,0.06
0.13,0.78,-0.54,-1.65,2.38,-0.18
0.13,0.79,-0.51,3.78,0.85,-2.44
0.14,0.76,-0.44,0.43,-5.92,-5.07
0.17,0.75,-0.38,-40.04,-16.91,-7.57
0.06,0.9,-0.61,-49.74,-19.53,-11.84
0.21,0.85,-1.04,20.87,-28.08,-32.23
0.49,0.74,-1.31,32.47,3.05,-6.71
0.32,0.83,-0.59,24.84,38.7,33.81
0.2,0.77,-0.3,17.88,7.14,22.71
0.05,0.72,-0.45,15.69,-41.81,-10.86
-0.07,0.78,-0.59,10.93,-47.18,-18.68
0.01,0.76,-0.6,8.73,-7.32,-3.11
0.08,0.74,-0.51,2.5,24.72,8.24
0.11,0.73,-0.45,-9.22,25.94,4.76
0.14,0.78,-0.58,-9.77,10.5,-3.05
0.13,0.83,-0.65,-5.68,1.89,-6.59
0.1,0.8,-0.6,-3.6,8.61,-1.95
0.1,0.77,-0.57,-1.89,12.7,0.61
0.13,0.77,-0.58,1.95,1.53,-9.4
0.21,0.82,-0.66,3.78,-3.23,-13.24
0.23,0.82,-0.67,8.91,3.91,-6.23
0.31,0.78,-0.62,10.68,4.39,-1.1
0.3,0.79,-0.57,10.99,0.79,1.46
0.27,0.78,-0.53,10.31,0.73,4.33
0.22,0.78,-0.5,9.16,2.99,6.29
0.18,0.78,-0.51,3.72,-1.16,3.91
0.12,0.78,-0.53,0.98,-3.11,1.34
0.12,0.78,-0.53,-0.73,-2.32,0.61
0.14,0.78,-0.53,-2.14,1.28,2.5
0.17,0.78,-0.54,-2.56,1.95,2.5
0.17,0.79,-0.55,-4.09,2.38,2.5
0.15,0.79,-0.57,-4.58,2.62,2.38
0.15,0.79,-0.58,-4.27,2.56,0.98
0.17,0.79,-0.59,-3.72,2.87,1.34
0.17,0.79,-0.59,-3.11,2.81,2.26
0.16,0.79,-0.59,-2.32,0.73,2.38
0.16,0.79,-0.58,-2.26,-0.43,2.14
0.15,0.79,-0.57,-2.5,-2.08,1.89
0.13,0.79,-0.57,-2.69,-2.81,1.04
0.13,0.79,-0.59,-2.26,-3.23,-0.06
0.15,0.79,-0.62,-0.49,-0.55,0.12
0.17,0.78,-0.61,-0.24,1.16,0.98
0.18,0.78,-0.59,-0.73,1.95,1.4
0.17,0.78,-0.57,-0.85,1.53,1.34
0.16,0.78,-0.57,-0.98,-1.1,0.06
0.15,0.79,-0.58,-0.98,-1.65,-0.67
0.15,0.79,-0.59,-0.67,-1.04,-0.67
0.16,0.79,-0.59,0.24,0.24,0.31
0.17,0.78,-0.58,0.37,-0.24,0.31
0.16,0.78,-0.58,0.67,-1.1,0.24
0.15,0.78,-0.57,0.43,-1.04,0.06
