ax,ay,az,gx,gy,gz
0.14,0.76,-0.61,-5.07,-5.37,4.21
0.13,0.76,-0.63,-4.33,-2.99,4.46
0.13,0.76,-0.63,-3.48,-0.73,4.33
0.13,0.76,-0.63,-2.2,2.26,3.48
0.13,0.76,-0.64,-1.71,2.62,2.69
0.14,0.76,-0.64,-0.73,1.4,1.16
0.14,0.76,-0.64,-0.31,0.24,0.61
0.14,0.76,-0.63,0.55,-1.53,-0.98
0.14,0.75,-0.63,0.92,-1.16,-1.46
0.15,0.75,-0.63,1.22,0.24,-1.46
0.16,0.75,-0.63,0.92,1.71,-0.55
0.17,0.75,-0.63,0.55,0.67,-0.43
0.17,0.75,-0.63,0.37,-0.79,-0.18
0.15,0.75,-0.63,0.24,0.12,0.31
0.15,0.75,-0.63,0.06,1.28,0.79
0.16,0.75,-0.63,-0.18,0.31,1.04
0.16,0.75,-0.63,-0.43,-1.65,0.67
0.15,0.75,-0.63,-0.55,-3.72,-0.06
0.15,0.76,-0.63,-0.43,-3.54,-0.31
0.15,0.76,-0.63,-0.06,-2.93,-1.04
0.15,0.75,-0.63,0.24,-2.38,-1.28
0.15,0.75,-0.63,0.49,-1.53,-1.46
0.16,0.75,-0.63,1.34,-0.24,-1.04
0.17,0.75,-0.62,1.34,-0.31,-0.85
0.17,0.75,-0.61,0.67,-1.22,-0.73
0.15,0.75,-0.62,0.55,-1.4,-0.61
0.15,0.75,-0.62,0.67,-0.24,-0.79
0.15,0.75,-0.63,0.61,0.55,-0.24
0.17,0.74,-0.61,0.24,0.73,0.43
0.17,0.74,-0.59,-2.14,0.67,2.87
0.16,0.76,-0.59,-7.02,-4.76,3.85
0.19,0.8,-0.61,-28.02,-39.43,-7.26
0.09,0.77,-0.62,-25.09,-61.16,-21.36
-0.02,0.68,-0.73,-8.24,-71.84,-27.95
0.11,0.65,-0.88,23.56,8.24,-11.23
0.42,0.77,-0.64,17.33,59.63,5.13
0.36,0.8,-0.48,6.84,60.79,29.42
0.25,0.71,-0.52,4.58,11.66,15.56
0.13,0.73,-0.62,1.65,-33.81,-5.07
0.06,0.77,-0.68,0.73,-27.1,-6.16
0.09,0.79,-0.63,3.05,4.76,7.81
0.13,0.76,-0.62,10.07,19.65,9.95
0.13,0.74,-0.64,10.13,4.09,0.24
0.09,0.75,-0.63,6.04,-4.76,-7.39
0.08,0.77,-0.55,-9.4,10.38,-1.71
0.17,0.73,-0.59,-10.19,10.25,5.31
0.2,0.68,-0.63,-5.07,-4.21,-4.09
0.2,0.74,-0.66,-6.23,-3.54,-9.28
0.25,0.76,-0.66,-4.27,9.89,2.99
0.3,0.72,-0.66,-0.55,6.53,5.98
0.26,0.71,-0.68,5.74,-4.58,3.85
0.2,0.73,-0.66,14.65,-19.35,-0.43
0.12,0.79,-0.57,12.63,-16.17,0.98
0.09,0.79,-0.54,1.77,-9.09,4.09
0.06,0.78,-0.53,-1.95,-7.51,0.49
0.1,0.75,-0.61,-2.2,-4.33,-3.11
0.14,0.74,-0.64,-0.61,3.17,-3.54
0.18,0.75,-0.63,-0.37,4.58,-3.6
0.18,0.75,-0.62,0.06,2.26,-5.37
0.2,0.75,-0.62,-0.24,0.92,-4.82
0.21,0.75,-0.61,-0.67,0.67,-3.54
0.22,0.75,-0.62,-0.67,0.37,-1.22
0.22,0.75,-0.63,-0.12,-1.04,-0.24
0.2,0.75,-0.63,0.06,-1.59,1.28
0.18,0.76,-0.63,-0.37,0.43,1.95
0.19,0.76,-0.62,-0.18,2.14,2.87
0.18,0.75,-0.62,0.43,-0.43,2.2
0.15,0.75,-0.62,0.31,-2.26,0.79
0.15,0.75,-0.62,0.31,-1.4,0.12
0.16,0.75,-0.63,0.43,-0.24,0.37
