ax,ay,az,gx,gy,gz
0.68,0.07,0.76,0.37,1.28,-1.16
0.68,0.07,0.76,0.37,0.18,-0.85
0.68,0.07,0.75,0.55,-0.43,-0.85
0.68,0.07,0.75,0.55,-0.06,-0.43
0.67,0.07,0.74,0.37,0.55,-0.49
0.67,0.07,0.75,0.18,0.85,-0.49
0.67,0.07,0.75,0.06,0.79,0.12
0.68,0.06,0.76,0.06,0.43,0.67
0.68,0.06,0.75,0.12,0.0,0.98
0.68,0.06,0.74,0.0,-0.37,0.61
0.67,0.07,0.74,-0.12,0.18,0.55
0.67,0.07,0.75,-0.18,1.04,1.16
0.67,0.07,0.75,-0.06,0.61,1.46
0.67,0.07,0.75,0.06,0.12,1.34
0.67,0.06,0.75,-0.06,0.31,1.1
0.67,0.06,0.75,-0.18,0.85,1.34
0.66,0.06,0.74,-0.18,0.79,0.98
0.66,0.06,0.74,0.06,0.37,0.49
0.67,0.06,0.74,0.24,-0.12,0.24
0.67,0.06,0.75,0.24,-0.49,0.79
0.67,0.06,0.75,0.37,-0.43,0.67
0.67,0.06,0.75,0.61,0.24,-0.24
0.67,0.06,0.75,0.49,0.73,-0.49
0.67,0.06,0.74,0.37,0.85,-0.49
0.67,0.06,0.74,0.49,0.31,-0.79
0.67,0.07,0.75,0.49,0.0,-0.79
0.67,0.07,0.75,0.43,0.18,-0.55
0.67,0.07,0.75,0.37,0.79,-0.18
0.68,0.07,0.75,0.43,0.55,-0.12
0.68,0.07,0.75,0.43,-0.12,-0.24
0.68,0.07,0.75,0.24,0.12,0.06
0.67,0.07,0.74,0.06,0.37,0.18
0.67,0.07,0.75,0.06,0.98,0.12
0.67,0.07,0.75,0.24,0.85,0.24
0.67,0.06,0.75,0.55,0.55,0.55
0.67,0.06,0.75,0.55,0.61,0.49
0.67,0.06,0.75,0.49,0.49,0.55
0.67,0.06,0.75,0.55,0.24,0.55
0.67,0.06,0.74,0.67,0.24,0.43
0.67,0.06,0.74,0.61,1.1,0.18
0.67,0.06,0.75,0.55,1.28,0.18
0.67,0.06,0.75,0.55,0.92,0.18
0.67,0.06,0.75,0.98,-0.12,-0.24
0.67,0.06,0.75,1.1,-0.43,-0.06
0.67,0.06,0.75,0.92,0.49,0.12
0.68,0.07,0.75,0.67,0.85,0.0
0.68,0.07,0.75,0.49,0.55,-0.06
0.67,0.07,0.75,0.73,-0.18,-0.06
0.65,0.09,0.78,3.3,0.85,0.31
0.66,0.09,0.75,7.51,5.8,4.09
0.61,0.06,0.75,-0.79,2.32,6.23
0.57,0.07,0.83,-8.97,0.43,3.97
0.57,0.06,0.82,5.8,14.53,-2.01
0.79,0.04,0.72,12.15,18.49,1.83
0.86,0.05,0.7,0.55,0.73,1.65
0.71,0.06,0.74,-0.06,-16.05,-0.92
0.68,0.07,0.76,1.65,-23.13,-2.81
0.68,0.08,0.77,0.85,-4.58,0.85
0.7,0.07,0.75,0.24,2.08,5.43
0.69,0.06,0.73,0.18,1.53,3.91
0.64,0.06,0.71,0.49,1.59,2.26
0.64,0.06,0.7,0.79,3.23,3.05
0.63,0.05,0.69,2.32,3.17,5.19
0.66,0.04,0.72,3.17,3.66,2.99
0.67,0.03,0.75,0.55,5.68,0.67
0.68,0.05,0.85,-1.89,6.9,2.2
0.7,0.07,0.86,-3.48,9.4,2.99
0.7,0.08,0.82,-2.75,8.12,1.89
0.66,0.06,0.63,-0.55,0.49,-0.55
0.64,0.05,0.6,3.17,-13.49,-8.0
0.7,0.06,0.72,1.4,-9.28,-8.42
0.69,0.07,0.76,-1.95,-5.19,-3.97
0.65,0.07,0.78,-2.99,-10.86,1.22
0.65,0.07,0.78,-1.77,-11.96,-4.27
0.66,0.07,0.77,-1.65,-6.9,-5.25
0.68,0.08,0.75,-2.38,-3.11,-0.55
0.69,0.08,0.74,-2.44,-0.43,2.01
0.68,0.08,0.74,-1.4,-2.32,1.04
0.68,0.07,0.74,-0.61,-2.56,0.18
0.68,0.06,0.75,-0.98,1.22,0.31
0.68,0.06,0.75,-1.16,1.22,0.67
0.67,0.06,0.75,-0.79,0.49,-0.06
0.65,0.06,0.77,-0.79,1.28,0.06
0.66,0.06,0.77,-0.79,2.26,0.61
0.66,0.06,0.78,-0.61,1.16,1.1
0.65,0.07,0.77,-0.43,0.37,0.67
0.65,0.07,0.76,-0.24,0.67,-0.18
0.65,0.07,0.74,-0.24,0.79,-0.06
0.65,0.07,0.73,-0.12,1.04,-0.06
0.66,0.06,0.73,0.43,2.56,-1.04
0.67,0.06,0.75,0.43,2.38,-1.16
0.67,0.06,0.75,0.24,0.31,-0.98
0.67,0.06,0.75,-0.06,0.37,-1.22
0.68,0.07,0.75,-0.55,1.1,-1.22
0.67,0.07,0.75,-1.53,1.77,-1.16
0.67,0.07,0.74,-1.71,1.59,-1.65
0.67,0.07,0.74,-1.53,1.65,-2.08
0.67,0.08,0.74,-0.98,1.77,-1.1
0.68,0.08,0.74,-0.55,1.77,-0.24
0.67,0.08,0.75,3.48,1.71,0.85
0.66,0.08,0.75,6.41,2.69,1.46
0.67,0.07,0.76,0.98,2.2,2.44
0.68,0.07,0.81,-3.66,2.87,2.56
0.65,0.09,0.83,-1.59,11.29,3.91
0.67,0.05,0.67,7.57,14.83,3.78
0.77,0.03,0.64,11.35,14.83,3.11
0.79,0.04,0.63,4.94,-1.1,-1.28
0.65,0.03,0.72,4.94,-14.16,-0.37
0.65,0.04,0.77,5.25,-15.5,-3.66
0.69,0.07,0.8,3.66,-8.91,-2.44
0.7,0.07,0.79,0.18,2.08,2.93
0.68,0.08,0.75,-1.34,5.43,2.69
0.67,0.07,0.74,-2.44,6.9,1.77
0.66,0.07,0.73,-3.91,4.76,2.01
0.67,0.07,0.77,-3.97,2.56,3.48
0.7,0.07,0.79,-3.54,-2.2,5.07
0.67,0.07,0.76,-3.11,-4.58,3.85
0.62,0.07,0.7,-2.14,-5.37,1.28
0.6,0.05,0.64,1.28,-5.13,-3.91
0.66,0.04,0.68,1.4,-4.76,-5.25
0.67,0.05,0.73,-1.28,-2.26,-2.32
0.66,0.06,0.8,-2.2,-2.38,-0.73
0.66,0.07,0.81,-2.01,-4.82,-2.08
0.67,0.08,0.79,-2.01,-4.39,-2.93
0.67,0.08,0.77,-2.32,-2.5,-2.56
0.68,0.08,0.75,-2.69,0.79,0.06
0.68,0.08,0.72,-1.89,1.46,0.43
0.68,0.08,0.72,-0.06,1.22,-0.24
0.69,0.07,0.75,0.18,-0.43,0.31
0.69,0.07,0.76,0.37,-2.56,1.22
0.67,0.07,0.76,0.49,-1.95,1.28
0.66,0.07,0.75,0.49,-0.55,1.16
0.67,0.07,0.75,0.12,1.77,1.16
0.66,0.07,0.75,-0.12,2.38,1.22
0.66,0.07,0.75,-0.24,2.75,0.98
