ax,ay,az,gx,gy,gz
0.19,0.01,-0.97,-0.31,0.06,-0.31
0.18,0.01,-0.98,-0.31,-0.06,-0.24
0.18,0.02,-0.99,0.18,-0.24,-0.37
0.17,0.02,-0.99,0.43,-0.49,-0.61
0.17,0.02,-0.98,0.55,-0.31,-0.85
0.17,0.01,-0.97,0.06,0.18,-0.92
0.19,0.0,-0.97,0.0,0.06,-0.79
0.19,0.0,-0.98,-0.24,0.0,-0.31
0.18,0.01,-0.97,-0.43,0.49,0.18
0.18,0.01,-0.97,-0.67,0.98,0.73
0.18,0.01,-0.97,-0.37,1.46,0.98
0.19,0.01,-0.99,-0.37,1.34,0.31
0.19,0.02,-0.99,-0.31,0.43,-0.31
0.18,0.02,-0.99,-0.06,0.24,-0.12
0.18,0.02,-0.99,0.18,-0.31,-0.37
0.18,0.02,-0.99,0.37,-0.06,-0.43
0.18,0.02,-0.98,0.67,0.55,-0.24
0.18,0.02,-0.98,1.16,0.67,0.18
0.18,0.01,-0.98,1.28,0.12,0.12
0.18,0.01,-0.97,0.98,-0.06,-0.12
0.18,0.01,-0.97,0.73,0.18,-0.12
0.18,0.01,-0.97,0.31,0.67,0.0
0.19,0.01,-0.98,0.24,0.92,0.18
0.18,0.01,-0.98,0.18,0.79,0.37
0.18,0.01,-0.97,-0.06,0.24,0.37
0.19,0.01,-0.98,-0.18,0.24,0.31
0.19,0.02,-0.98,0.06,0.18,0.24
0.18,0.02,-0.98,0.24,0.31,0.18
0.18,0.02,-0.98,0.31,0.55,0.37
0.18,0.02,-0.98,0.12,0.12,0.61
0.18,0.01,-0.98,0.12,0.06,0.37
0.18,0.01,-0.98,0.37,0.49,0.31
0.18,0.01,-0.98,0.49,0.61,0.24
0.18,0.01,-0.98,0.55,0.31,0.12
0.18,0.01,-0.98,0.31,-0.06,0.24
0.18,0.01,-0.98,0.12,-0.55,0.06
0.18,0.02,-0.98,0.31,-0.43,-0.06
0.18,0.01,-0.98,0.61,0.06,0.0
0.18,0.01,-0.98,0.61,0.37,0.12
0.18,0.01,-0.98,0.49,-0.12,-0.06
0.18,0.01,-0.98,0.49,-0.43,-0.06
