ax,ay,az,gx,gy,gz
0.13,-0.08,-0.98,0.24,0.31,-0.18
0.13,-0.08,-0.98,0.12,1.16,0.73
0.14,-0.09,-0.98,0.24,1.04,0.49
0.14,-0.09,-0.98,0.43,0.73,-0.12
0.14,-0.09,-0.98,0.37,-0.06,-0.98
0.14,-0.08,-0.98,-0.49,-0.55,-1.22
0.14,-0.09,-0.98,-0.79,-0.43,-0.92
0.14,-0.09,-0.98,-0.61,-0.06,-0.37
0.15,-0.09,-0.98,0.12,0.24,-0.12
0.15,-0.08,-0.98,0.24,-0.06,-0.61
0.14,-0.08,-0.99,0.18,-0.55,-0.73
0.14,-0.08,-0.98,0.12,-0.37,-0.18
0.14,-0.08,-0.98,-0.06,0.06,0.43
0.14,-0.09,-0.98,0.12,1.04,0.67
0.15,-0.09,-0.99,0.31,1.1,0.37
0.15,-0.09,-0.99,0.49,-0.18,-0.37
0.14,-0.08,-0.98,0.43,-0.79,-0.37
0.14,-0.08,-0.98,0.31,-0.18,0.73
0.14,-0.08,-0.98,0.37,0.61,1.04
0.14,-0.09,-0.98,0.43,1.04,0.92
0.14,-0.08,-0.98,0.49,0.06,-0.12
0.14,-0.08,-0.99,0.37,-0.43,-0.49
0.14,-0.08,-0.98,0.31,-0.43,-0.49
0.14,-0.08,-0.98,0.55,-0.43,0.06
0.14,-0.09,-0.98,0.79,-0.73,0.24
0.14,-0.09,-0.98,0.98,-0.49,0.24
0.14,-0.08,-0.99,0.73,-0.06,0.18
0.14,-0.08,-0.98,0.37,0.43,0.31
0.14,-0.08,-0.98,0.24,1.46,0.67
0.14,-0.08,-0.98,0.49,1.4,0.79
0.14,-0.08,-0.98,0.61,0.0,0.12
0.14,-0.08,-0.99,0.61,-0.43,-0.43
0.14,-0.08,-0.99,0.67,-0.31,-0.67
0.14,-0.08,-0.98,0.73,0.37,-0.12
0.14,-0.09,-0.98,0.73,0.61,0.24
0.14,-0.09,-0.98,0.79,0.73,0.18
0.14,-0.08,-0.98,0.79,0.67,0.06
0.14,-0.09,-0.98,0.67,0.61,0.24
0.14,-0.09,-0.98,0.12,0.43,0.73
0.15,-0.09,-0.97,-0.24,0.24,0.55
0.14,-0.09,-0.95,-0.31,-0.85,0.98
0.12,-0.08,-0.91,-2.99,-7.93,2.62
0.11,-0.09,-0.92,-14.04,-21.12,3.11
0.12,-0.09,-0.97,-26.79,-31.98,-12.33
0.22,-0.12,-1.11,-9.89,-26.86,-15.32
0.2,-0.12,-1.13,15.93,-1.22,13.98
0.3,-0.09,-1.02,16.6,9.83,17.27
0.25,-0.08,-0.89,6.35,-23.74,5.8
0.05,-0.07,-0.87,1.59,-30.09,0.24
0.06,-0.07,-0.92,0.98,-17.33,-1.89
0.11,-0.08,-0.96,2.01,8.48,3.66
0.15,-0.11,-1.01,2.62,14.53,3.23
