ax,ay,az,gx,gy,gz
-0.05,-0.88,-0.47,0.49,-0.61,-0.73
-0.05,-0.88,-0.48,0.55,-0.55,-1.1
-0.05,-0.88,-0.48,0.55,0.24,-0.49
-0.05,-0.88,-0.47,0.61,0.49,-0.12
-0.05,-0.88,-0.47,0.79,0.37,-0.06
-0.05,-0.88,-0.47,0.98,-0.37,0.0
-0.05,-0.88,-0.47,0.98,-0.67,0.12
-0.05,-0.88,-0.47,0.79,-0.85,0.06
-0.05,-0.89,-0.47,0.49,-0.43,-0.24
-0.05,-0.89,-0.47,0.12,1.4,-0.31
-0.05,-0.88,-0.47,0.0,2.01,-0.24
-0.05,-0.88,-0.46,-0.12,2.32,-0.06
-0.05,-0.87,-0.46,-0.43,2.99,0.31
-0.05,-0.87,-0.46,-0.55,2.69,0.24
-0.06,-0.87,-0.46,-0.49,1.22,-0.92
-0.06,-0.88,-0.47,-0.67,1.53,-2.26
-0.05,-0.88,-0.47,-0.98,1.71,-3.36
-0.04,-0.88,-0.47,-1.1,0.37,-2.93
-0.05,-0.88,-0.47,-1.1,0.24,-2.44
-0.06,-0.88,-0.47,-1.34,0.55,-1.77
-0.07,-0.88,-0.46,-1.34,0.18,-1.34
-0.06,-0.88,-0.47,-0.73,0.0,-1.28
-0.04,-0.88,-0.47,-0.49,-0.37,-1.04
-0.04,-0.88,-0.47,-0.43,-0.85,-0.61
-0.06,-0.88,-0.47,-0.37,0.24,-0.73
-0.05,-0.88,-0.47,-0.31,1.71,-0.24
-0.05,-0.88,-0.47,0.24,0.85,0.85
-0.05,-0.88,-0.47,0.43,0.37,0.85
-0.05,-0.88,-0.47,0.55,0.0,0.61
-0.06,-0.88,-0.47,0.73,-0.18,0.49
-0.06,-0.88,-0.47,0.79,0.0,0.37
-0.05,-0.88,-0.47,0.61,-0.24,-0.12
-0.05,-0.88,-0.46,0.31,-0.73,-0.18
-0.05,-0.88,-0.47,0.18,-1.28,-0.73
-0.06,-0.88,-0.48,0.43,-0.79,-0.79
-0.06,-0.88,-0.47,0.24,0.98,0.61
-0.05,-0.88,-0.47,0.0,1.1,1.1
-0.05,-0.88,-0.47,-0.06,0.37,0.92
-0.06,-0.88,-0.47,0.12,-0.67,-0.43
-0.06,-0.88,-0.47,0.24,0.06,-0.49
-0.06,-0.88,-0.47,0.79,2.26,0.73
-0.05,-0.88,-0.47,0.92,2.69,1.1
-0.05,-0.88,-0.47,0.73,1.34,0.18
-0.06,-0.88,-0.47,0.49,0.37,-0.24
-0.06,-0.87,-0.47,0.31,0.06,-0.49
-0.06,-0.88,-0.47,0.0,0.73,-0.79
-0.06,-0.88,-0.47,-0.06,0.61,-1.1
-0.05,-0.88,-0.48,0.61,-0.18,-1.59
-0.05,-0.88,-0.48,0.79,-0.06,-1.1
-0.05,-0.88,-0.48,0.85,0.67,0.18
-0.04,-0.88,-0.47,1.04,0.24,0.43
-0.05,-0.88,-0.46,2.01,-1.95,0.43
-0.09,-0.87,-0.43,4.27,-3.11,0.98
-0.1,-0.88,-0.43,7.02,-5.07,2.87
-0.07,-0.89,-0.45,-6.9,-12.02,2.93
-0.08,-0.87,-0.43,-15.93,-10.56,-2.08
-0.05,-0.84,-0.45,-2.32,7.75,-1.59
0.04,-0.87,-0.53,17.21,16.17,9.52
0.09,-0.88,-0.57,21.06,17.76,21.79
-0.02,-0.92,-0.54,15.81,0.73,13.24
-0.06,-0.92,-0.5,11.23,-24.17,3.05
-0.11,-0.86,-0.49,7.81,-28.99,-8.61
-0.08,-0.85,-0.48,7.26,-14.4,-2.5
-0.07,-0.87,-0.46,3.48,3.85,5.68
-0.06,-0.87,-0.42,0.67,4.82,0.73
-0.06,-0.86,-0.43,-1.89,5.25,-5.98
-0.04,-0.86,-0.47,-1.59,6.47,-4.64
-0.03,-0.87,-0.47,0.06,3.17,-3.05
-0.05,-0.9,-0.49,-0.31,-0.37,-4.82
-0.07,-0.92,-0.52,-2.32,-1.89,-6.23
-0.06,-0.87,-0.54,-5.55,5.0,-4.15
-0.03,-0.86,-0.49,-1.95,10.68,-3.54
0.01,-0.87,-0.45,-1.59,-0.55,-3.85
-0.03,-0.88,-0.47,-3.54,-10.5,-4.76
-0.06,-0.88,-0.52,0.73,-11.72,-6.47
-0.02,-0.86,-0.56,3.54,-5.37,-4.27
0.01,-0.86,-0.52,4.09,2.2,1.16
-0.07,-0.88,-0.44,2.56,-2.62,1.95
-0.11,-0.88,-0.43,0.31,-9.16,-0.12
-0.12,-0.88,-0.43,-3.05,-10.74,-7.39
-0.08,-0.85,-0.43,-2.75,-6.9,-7.93
-0.05,-0.85,-0.43,0.06,1.1,-5.07
-0.04,-0.87,-0.44,0.37,2.08,-4.27
-0.05,-0.88,-0.47,-1.16,-1.65,-5.19
-0.04,-0.88,-0.5,-0.92,-2.62,-5.8
