0.68,0.07,0.75,0.49,0.55,-0.06
0.67,0.07,0.75,0.73,-0.18,-0.06
0.65,0.09,0.78,3.3,0.85,0.31
0.66,0.09,0.75,7.51,5.8,4.09
0.61,0.06,0.75,-0.79,2.32,6.23
0.57,0.07,0.83,-8.97,0.43,3.97
0.57,0.06,0.82,5.8,14.53,-2.01
0.79,0.04,0.72,12.15,18.49,1.83
0.86,0.05,0.7,0.55,0.73,1.65
0.71,0.06,0.74,-0.06,-16.05,-0.92
0.68,0.07,0.76,1.65,-23.13,-2.81
0.68,0.08,0.77,0.85,-4.58,0.85
0.7,0.07,0.75,0.24,2.08,5.43
0.69,0.06,0.73,0.18,1.53,3.91
0.64,0.06,0.71,0.49,1.59,2.26
0.64,0.06,0.7,0.79,3.23,3.05
0.63,0.05,0.69,2.32,3.17,5.19
0.66,0.04,0.72,3.17,3.66,2.99
0.67,0.03,0.75,0.55,5.68,0.67
0.68,0.05,0.85,-1.89,6.9,2.2
0.7,0.07,0.86,-3.48,9.4,2.99
0.7,0.08,0.82,-2.75,8.12,1.89
0.66,0.06,0.63,-0.55,0.49,-0.55
0.64,0.05,0.6,3.17,-13.49,-8.0
0.7,0.06,0.72,1.4,-9.28,-8.42
0.69,0.07,0.76,-1.95,-5.19,-3.97
