0.15,0.94,-0.26,0.24,-0.43,-0.12
0.15,0.94,-0.26,-0.37,-1.28,-0.31
0.15,0.94,-0.26,-0.55,-2.75,0.49
0.18,0.96,-0.3,-0.31,-5.8,1.95
0.21,0.97,-0.3,-1.53,-13.85,3.42
0.17,0.97,-0.28,-6.04,-36.07,-2.5
0.0,0.88,-0.2,-4.39,-32.41,-7.51
0.02,0.87,-0.22,3.36,15.69,2.93
0.32,0.94,-0.29,7.02,35.03,7.57
0.38,0.94,-0.25,9.03,30.46,8.24
0.27,0.94,-0.22,0.43,-28.56,4.21
0.0,0.92,-0.26,-1.65,-34.91,-3.11
-0.01,0.94,-0.27,1.65,3.23,-4.46
0.14,0.95,-0.26,5.0,18.31,3.3
0.17,0.93,-0.25,5.55,21.18,6.77
0.17,0.93,-0.25,0.73,9.95,-3.66
0.16,0.95,-0.26,-1.4,5.25,-6.96
0.15,0.94,-0.27,-3.11,2.62,-5.25
0.15,0.94,-0.26,-5.98,3.6,-0.31
0.15,0.94,-0.24,-6.77,5.43,-2.32
0.16,0.95,-0.24,-6.65,-1.53,-5.25
0.18,0.93,-0.33,-3.11,-7.2,-3.6
