0.18,0.94,-0.24,0.31,1.1,0.73
0.18,0.96,-0.26,-2.5,-9.4,5.07
0.18,0.97,-0.29,-7.63,-27.4,5.37
0.12,0.96,-0.28,-12.63,-46.08,-0.61
0.01,0.89,-0.3,-2.38,-32.23,-10.38
0.09,0.92,-0.33,4.58,0.12,-0.06
0.25,0.93,-0.32,9.83,34.18,11.23
0.33,0.95,-0.17,7.51,10.38,10.62
0.21,0.94,-0.19,0.24,-38.39,1.22
-0.01,0.94,-0.28,-0.12,-29.48,-3.54
0.02,0.96,-0.29,5.37,7.87,4.46
0.13,0.94,-0.25,6.1,13.43,7.57
0.14,0.93,-0.24,4.7,10.38,4.58
0.14,0.94,-0.24,1.53,1.28,-4.33
0.15,0.94,-0.27,0.98,-0.24,-3.3
0.15,0.94,-0.27,0.12,0.18,0.49
0.14,0.93,-0.26,-1.04,1.4,-0.49
0.14,0.93,-0.25,-5.13,7.32,-0.85
0.17,0.95,-0.23,-7.2,11.6,0.98
0.2,0.95,-0.24,-6.96,12.88,1.53
0.22,0.93,-0.26,-4.21,-8.18,-1.77
0.14,0.93,-0.33,-2.81,-21.0,-1.1
0.1,0.94,-0.33,4.15,-6.47,0.85
0.14,0.95,-0.24,7.69,9.52,3.3
