0.6,0.8,-0.07,19.78,19.65,5.31
0.58,0.81,-0.04,20.02,32.41,4.82
0.52,0.82,0.01,19.59,32.17,3.48
0.5,0.81,0.02,19.9,24.96,-1.95
0.51,0.82,0.02,20.02,22.22,-3.97
0.53,0.82,0.03,19.96,20.51,-4.76
0.56,0.83,0.04,18.74,20.2,-5.68
0.56,0.83,0.05,17.76,22.09,-5.31
0.56,0.83,0.06,16.48,28.44,-3.6
0.57,0.82,0.07,16.05,31.68,-3.05
0.58,0.81,0.07,15.14,36.13,-1.77
0.56,0.81,0.06,14.59,37.54,-1.95
0.54,0.81,0.05,13.31,42.24,-2.08
0.5,0.82,0.03,12.88,47.61,-1.59
0.5,0.82,0.03,13.61,66.71,-0.31
0.53,0.81,0.04,13.18,78.43,0.92
0.55,0.81,0.04,11.35,88.38,1.95
0.57,0.81,0.04,7.02,98.08,2.56
0.56,0.79,-0.01,5.92,98.63,2.01
0.57,0.78,-0.04,2.99,87.71,-0.55
0.6,0.81,-0.05,2.01,80.51,-0.31
0.62,0.82,-0.02,1.53,77.39,1.83
0.64,0.82,0.01,-2.44,74.58,7.26
0.59,0.82,0.01,-4.33,70.62,8.91
0.56,0.82,-0.02,-4.09,69.52,10.62
0.51,0.82,-0.12,-3.05,76.78,11.54
0.5,0.82,-0.16,-1.89,86.24,13.24
0.51,0.82,-0.17,-0.98,96.07,16.42
0.52,0.83,-0.16,-1.53,96.74,17.15
0.53,0.83,-0.15,-2.87,99.3,21.0
