0.61,0.7,0.36,-1.22,0.49,1.28
0.62,0.7,0.36,-2.56,0.73,2.44
0.61,0.7,0.35,-5.68,0.85,4.52
0.6,0.71,0.35,-5.92,0.18,4.33
0.58,0.71,0.38,-4.82,0.0,3.78
0.58,0.71,0.4,-3.42,2.38,2.75
0.58,0.71,0.38,-3.3,3.42,2.56
0.58,0.71,0.36,-2.87,1.89,1.46
0.58,0.72,0.36,-2.75,0.85,1.16
0.58,0.72,0.36,-1.71,0.79,0.98
0.59,0.72,0.37,-0.85,0.73,0.73
0.58,0.72,0.38,0.0,0.55,0.49
0.58,0.72,0.39,1.53,1.04,-0.49
0.58,0.71,0.38,2.14,1.46,-1.16
0.59,0.71,0.37,2.32,2.01,-1.59
0.6,0.71,0.36,2.5,2.08,-1.22
0.59,0.72,0.35,2.69,1.46,-1.16
0.59,0.71,0.36,2.56,0.92,-0.61
0.61,0.7,0.36,2.62,0.49,-0.49
0.61,0.71,0.37,2.5,-0.37,-0.73
0.6,0.72,0.37,2.62,-0.49,-0.61
0.59,0.71,0.37,3.05,-0.73,-0.73
0.59,0.71,0.36,3.66,0.0,-0.79
0.58,0.7,0.36,3.78,1.22,-0.55
0.59,0.7,0.37,3.42,0.98,-2.14
0.6,0.71,0.38,2.26,-1.16,-2.62
0.59,0.71,0.38,0.24,-4.52,-2.01
0.58,0.71,0.39,-0.43,-3.54,-1.59
0.6,0.71,0.39,-0.85,-1.22,-1.46
0.6,0.71,0.38,-1.59,3.66,0.12
