0.22,0.75,-0.6,-1.95,-2.69,0.43
0.22,0.75,-0.59,-1.71,-2.5,0.67
0.22,0.75,-0.59,-2.32,-0.98,0.67
0.23,0.75,-0.6,-2.99,-1.71,0.55
0.22,0.75,-0.6,-3.3,-2.99,0.0
0.21,0.76,-0.6,-2.93,-3.36,-0.67
0.22,0.76,-0.6,-2.5,-2.38,0.0
0.22,0.76,-0.6,-1.34,-1.53,0.43
0.23,0.76,-0.61,-0.85,-1.71,0.18
0.23,0.75,-0.61,-0.49,-1.53,0.55
0.22,0.75,-0.61,-0.55,-0.85,0.92
0.21,0.75,-0.61,-0.12,0.37,1.04
0.21,0.76,-0.61,1.89,3.85,1.65
0.21,0.75,-0.62,2.32,5.86,2.81
0.23,0.74,-0.62,0.85,6.16,3.54
0.27,0.74,-0.6,0.24,2.32,2.5
0.23,0.75,-0.59,-0.55,-2.93,1.65
0.18,0.75,-0.58,-1.89,-5.86,0.0
0.2,0.75,-0.6,-1.59,-2.2,-0.98
0.23,0.76,-0.62,0.43,3.05,0.92
0.24,0.76,-0.62,1.22,2.69,2.44
0.22,0.75,-0.61,1.59,1.4,1.77
0.21,0.75,-0.61,1.53,1.83,1.22
0.21,0.75,-0.6,1.28,2.01,1.22
0.22,0.75,-0.61,1.46,-0.06,0.73
0.22,0.75,-0.63,2.26,-0.61,1.16
0.22,0.75,-0.62,2.44,-1.22,1.89
0.22,0.74,-0.59,2.08,-2.5,0.79
0.21,0.74,-0.58,1.59,-3.66,-0.37
0.19,0.75,-0.57,-0.18,-2.75,-1.1
