0.68,0.63,0.28,1.16,8.91,0.43
0.65,0.64,0.27,2.44,12.21,-0.18
0.66,0.65,0.28,4.33,23.19,1.95
0.69,0.65,0.31,4.15,26.92,3.6
0.7,0.65,0.32,2.62,34.06,3.48
0.71,0.66,0.32,2.62,37.41,4.21
0.71,0.65,0.29,3.05,40.47,5.43
0.71,0.65,0.27,4.58,46.94,7.63
0.71,0.65,0.23,5.62,50.66,8.36
0.71,0.66,0.24,6.47,57.37,9.34
0.72,0.66,0.24,5.55,60.0,10.07
0.72,0.67,0.23,0.79,70.43,17.76
0.7,0.66,0.22,1.34,74.4,19.71
0.69,0.66,0.2,2.81,73.91,16.36
0.69,0.67,0.2,3.36,75.2,10.5
0.71,0.67,0.21,3.11,76.9,10.68
0.71,0.68,0.21,2.56,79.9,11.47
0.71,0.69,0.17,2.5,85.02,12.76
0.7,0.68,0.13,3.05,91.86,14.71
0.7,0.68,0.1,3.85,106.45,17.33
0.68,0.68,0.07,3.36,111.88,17.4
0.71,0.68,0.07,1.77,104.86,15.62
0.74,0.68,0.05,1.71,96.44,14.34
0.73,0.69,0.02,2.32,93.14,14.04
0.72,0.69,0.01,1.4,103.7,14.95
0.7,0.7,0.02,-0.06,112.12,17.03
0.69,0.7,0.01,-0.43,118.9,19.23
0.67,0.7,-0.03,-0.24,122.44,18.68
0.67,0.71,-0.05,1.16,136.17,17.7
0.66,0.71,-0.12,2.01,141.36,17.21
