0.65,0.78,0.0,-13.43,-38.09,-1.77
0.59,0.8,0.01,-15.81,-38.21,-0.31
0.56,0.81,0.01,-15.32,-33.26,0.85
0.55,0.82,-0.01,-6.16,-24.41,-1.83
0.61,0.81,-0.06,-1.1,-22.03,-2.62
0.61,0.8,-0.06,2.56,-16.6,1.04
0.58,0.79,-0.02,2.62,-13.98,2.38
0.57,0.78,0.0,2.38,-11.29,2.5
0.56,0.79,0.02,0.49,-1.71,2.62
0.55,0.79,0.04,-0.37,4.52,2.44
0.57,0.8,0.05,-0.43,12.02,1.22
0.63,0.8,0.03,-0.61,10.01,1.22
0.61,0.8,0.02,-1.89,1.34,1.71
0.57,0.81,0.01,-1.77,2.5,1.28
0.56,0.8,0.01,-1.22,7.26,1.1
0.58,0.79,0.01,-2.56,14.28,2.2
0.57,0.79,0.02,-4.21,14.71,1.83
0.58,0.8,0.02,-4.82,14.95,0.79
0.6,0.8,0.01,-4.39,12.94,-1.34
0.62,0.8,-0.02,-4.82,9.16,-1.53
0.6,0.8,-0.03,-7.39,1.16,-0.79
0.56,0.79,-0.05,-9.09,0.61,-0.85
0.56,0.8,-0.03,-9.95,2.75,-1.16
0.57,0.8,-0.01,-7.45,10.56,-1.71
0.64,0.79,0.01,-6.23,11.96,-2.01
0.65,0.8,-0.0,-8.18,2.26,-0.85
0.59,0.8,-0.05,-8.18,-4.09,-1.1
0.58,0.8,-0.05,-4.76,-4.76,-1.77
0.59,0.79,-0.04,-3.42,-1.04,-0.98
0.59,0.79,-0.03,-1.95,3.17,-0.37
