ax,ay,az,gx,gy,gz
-0.55,-0.56,0.61,3.72,-44.68,-5.86
-0.62,-0.55,0.57,5.55,-44.01,-5.98
-0.64,-0.56,0.53,5.49,-39.18,-5.49
-0.64,-0.58,0.48,2.75,-23.62,-6.35
-0.58,-0.59,0.47,0.92,-8.3,-8.67
-0.42,-0.59,0.47,-1.1,4.82,-12.45
-0.4,-0.57,0.5,-3.97,12.88,-15.08
-0.47,-0.56,0.56,-5.0,8.06,-10.86
-0.59,-0.55,0.59,-6.65,-2.75,-0.73
-0.7,-0.55,0.6,-6.65,-4.76,3.36
-0.77,-0.54,0.61,-4.09,0.43,2.62
-0.74,-0.53,0.6,-2.69,3.85,1.77
-0.69,-0.52,0.58,-2.99,4.33,1.89
-0.64,-0.51,0.58,-4.39,3.42,2.44
-0.63,-0.51,0.59,-5.43,3.17,2.93
-0.61,-0.5,0.61,-6.35,2.99,3.3
-0.61,-0.5,0.62,-7.75,1.59,3.54
-0.62,-0.51,0.63,-7.69,2.56,3.91
-0.55,-0.53,0.64,-6.53,2.75,4.15
-0.51,-0.55,0.63,-6.1,-1.77,3.05
-0.48,-0.54,0.62,-4.94,-2.62,0.85
-0.46,-0.53,0.6,-3.3,-1.46,-1.4
-0.5,-0.52,0.58,-3.54,-4.46,-1.1
-0.57,-0.52,0.58,-4.21,-6.47,-0.24
-0.61,-0.52,0.59,-3.42,-3.11,-0.55
-0.6,-0.53,0.6,-1.46,2.5,-1.53
-0.59,-0.53,0.61,-0.12,5.37,-2.26
-0.59,-0.53,0.62,0.31,7.26,-3.17
-0.61,-0.53,0.64,0.43,11.11,-4.09
-0.62,-0.52,0.64,0.85,15.32,-4.64
-0.59,-0.52,0.64,1.53,17.88,-5.62
-0.52,-0.52,0.64,0.79,8.48,-6.59
-0.54,-0.51,0.63,-0.61,-1.46,-6.23
-0.6,-0.49,0.6,-3.23,-10.19,-5.43
-0.63,-0.48,0.59,-5.31,-12.27,-5.25
-0.65,-0.47,0.56,-8.12,-12.57,-5.55
-0.66,-0.44,0.54,-13.49,-10.62,-6.84
-0.66,-0.43,0.54,-17.27,-8.54,-7.75
-0.67,-0.4,0.53,-23.13,-3.54,-8.73
-0.69,-0.39,0.54,-27.47,3.48,-9.09
-0.68,-0.41,0.55,-31.68,12.33,-10.25
-0.62,-0.48,0.59,-34.48,18.92,-12.02
-0.59,-0.51,0.6,-36.99,16.24,-11.41
-0.59,-0.51,0.61,-38.94,13.18,-10.86
-0.6,-0.49,0.62,-39.49,10.93,-11.05
-0.6,-0.48,0.62,-38.94,9.22,-10.74
-0.59,-0.47,0.63,-38.82,3.48,-8.3
-0.59,-0.46,0.63,-38.64,1.22,-6.65
-0.59,-0.46,0.63,-36.8,0.55,-5.19
-0.58,-0.45,0.64,-35.58,0.92,-5.0
-0.58,-0.44,0.63,-34.61,3.72,-4.76
-0.57,-0.43,0.63,-32.71,11.78,-4.15
-0.53,-0.44,0.63,-31.37,13.67,-3.48
-0.47,-0.47,0.62,-31.56,3.66,-2.81
-0.49,-0.47,0.63,-32.1,-4.46,-2.14
-0.53,-0.47,0.63,-32.1,-8.42,-1.89
-0.56,-0.45,0.65,-31.19,-8.73,-3.6
-0.57,-0.43,0.68,-26.79,-10.01,-2.69
-0.6,-0.41,0.7,-23.68,-8.54,-1.77
-0.61,-0.4,0.71,-18.43,-1.46,0.12
-0.61,-0.39,0.7,-15.38,3.91,1.16
-0.59,-0.39,0.7,-12.51,9.16,2.38
-0.58,-0.38,0.7,-11.41,10.68,2.93
-0.57,-0.39,0.72,-10.25,10.8,3.11
-0.56,-0.39,0.71,-9.03,9.52,2.01
-0.55,-0.4,0.71,-8.67,7.45,1.1
-0.56,-0.39,0.7,-8.85,3.85,-0.06
-0.57,-0.39,0.7,-9.4,2.01,-0.92
-0.57,-0.38,0.71,-10.07,0.92,-1.95
-0.57,-0.38,0.72,-10.62,-0.06,-3.91
-0.59,-0.38,0.73,-10.68,-0.67,-5.19
-0.6,-0.38,0.74,-10.44,-0.61,-6.23
-0.6,-0.38,0.74,-10.01,-1.34,-7.39
-0.6,-0.38,0.72,-9.83,-3.23,-7.63
-0.61,-0.36,0.72,-9.58,-5.13,-7.02
-0.62,-0.36,0.7,-9.03,-4.15,-6.35
-0.63,-0.35,0.7,-8.0,-4.09,-4.7
-0.63,-0.35,0.69,-7.87,-5.0,-4.15
-0.64,-0.34,0.69,-7.81,-5.13,-3.36
-0.63,-0.33,0.69,-7.2,-4.82,-2.26
-0.62,-0.33,0.69,-6.96,-6.16,-1.16
-0.62,-0.32,0.68,-7.02,-10.31,1.34
-0.63,-0.31,0.68,-7.32,-13.0,3.23
-0.64,-0.31,0.68,-7.93,-15.26,4.58
-0.64,-0.3,0.67,-9.16,-16.36,5.49
-0.65,-0.29,0.67,-9.95,-15.2,6.16
-0.64,-0.3,0.67,-11.05,-14.47,6.41
-0.64,-0.3,0.68,-13.0,-13.24,6.47
-0.65,-0.29,0.69,-13.61,-10.86,6.23
-0.64,-0.3,0.7,-14.59,-7.75,5.8
-0.63,-0.3,0.7,-15.14,-5.8,5.62
