ax,ay,az,gx,gy,gz
-0.07,-0.04,1.0,-0.24,0.18,-0.79
-0.07,-0.04,0.99,-0.55,-0.24,-0.37
-0.07,-0.03,1.0,-1.22,-0.79,0.06
-0.08,-0.03,1.0,-1.46,-0.37,0.06
-0.07,-0.03,1.0,-1.53,0.0,0.12
-0.07,-0.04,1.0,-1.65,-0.37,0.43
-0.07,-0.04,1.0,-1.71,-0.67,0.61
-0.07,-0.05,1.0,-1.65,-1.28,1.16
-0.07,-0.05,0.99,-1.71,-2.2,2.01
-0.06,-0.04,0.99,-1.77,-3.23,2.38
-0.06,-0.04,1.0,-1.77,-3.42,2.26
-0.06,-0.05,1.0,-1.53,-3.11,2.2
-0.06,-0.05,0.99,-1.34,-2.56,2.5
-0.06,-0.05,0.99,-1.34,-2.14,2.56
-0.05,-0.05,0.99,-1.22,-1.89,2.75
-0.05,-0.05,1.0,-0.98,-2.26,3.17
-0.05,-0.05,1.0,-0.49,-2.62,3.36
-0.05,-0.05,1.0,-0.18,-2.93,3.48
-0.05,-0.05,1.0,0.18,-2.81,3.3
-0.05,-0.05,0.99,0.37,-2.2,3.11
-0.05,-0.05,0.99,0.79,-1.28,2.44
-0.05,-0.05,0.99,1.1,-0.79,1.89
-0.06,-0.05,0.99,0.98,-0.49,1.22
-0.06,-0.05,0.99,1.04,-0.55,1.22
-0.06,-0.05,0.98,0.73,-0.49,1.04
-0.06,-0.05,0.98,0.61,-0.43,0.98
-0.07,-0.05,0.98,0.61,-0.18,1.16
-0.06,-0.04,0.99,0.43,-0.37,1.1
-0.07,-0.04,0.99,0.18,-1.1,1.04
-0.08,-0.04,0.99,-0.12,-1.16,0.98
-0.08,-0.04,0.99,-0.24,-0.73,0.67
-0.08,-0.04,0.98,-0.31,-0.73,0.67
-0.08,-0.04,0.97,-0.24,-0.79,0.67
-0.08,-0.04,0.97,-0.24,-0.79,0.73
-0.08,-0.04,0.98,-0.12,-0.49,1.1
-0.08,-0.04,0.98,-0.24,0.12,1.77
-0.08,-0.04,0.98,-0.06,0.43,2.2
-0.08,-0.04,0.98,-0.37,0.61,2.87
-0.08,-0.04,0.98,-0.37,0.61,3.6
-0.08,-0.04,0.98,-0.61,0.61,4.27
-0.08,-0.04,0.97,-0.85,0.98,4.82
-0.08,-0.03,0.97,-0.79,1.34,5.13
-0.08,-0.03,0.98,-0.67,1.89,5.62
-0.09,-0.02,0.98,-0.31,2.93,6.41
-0.09,-0.02,0.97,0.06,3.66,6.77
-0.08,-0.02,0.96,0.18,4.39,7.63
-0.08,-0.02,0.96,0.67,4.94,8.48
-0.08,-0.02,0.96,0.98,5.55,9.28
-0.07,-0.02,0.97,1.22,6.1,10.07
-0.07,-0.02,0.98,1.04,5.13,10.44
-0.07,-0.02,0.97,0.31,3.78,10.62
-0.07,-0.02,0.97,-0.85,2.14,10.13
-0.07,-0.02,0.97,-1.65,0.85,9.58
-0.07,-0.02,0.98,-2.44,-0.61,8.91
-0.08,-0.03,0.99,-4.52,-2.2,7.26
-0.09,-0.03,0.99,-5.55,-2.56,6.59
-0.09,-0.02,1.01,-6.84,-3.42,6.23
-0.09,-0.01,1.01,-8.18,-4.46,5.86
-0.09,-0.0,1.02,-8.85,-5.62,5.98
-0.1,-0.0,1.03,-9.89,-7.39,6.9
-0.11,-0.0,1.04,-10.25,-7.87,7.75
-0.12,-0.01,1.04,-10.74,-7.75,8.97
-0.14,-0.02,1.06,-10.93,-6.47,10.93
-0.15,-0.03,1.06,-10.93,-4.88,12.57
-0.16,-0.04,1.07,-10.56,-2.81,14.59
-0.16,-0.04,1.06,-9.28,0.67,18.19
-0.16,-0.05,1.05,-8.18,2.62,20.87
-0.15,-0.06,1.03,-6.1,4.21,25.21
-0.14,-0.08,1.01,-4.76,4.94,27.83
-0.13,-0.09,0.99,-3.42,5.49,30.27
