ax,ay,az,gx,gy,gz
0.7,0.02,0.53,20.26,231.08,-49.68
0.78,0.01,0.48,18.19,217.47,-49.38
0.86,-0.0,0.43,16.91,204.9,-50.9
0.86,-0.05,0.4,15.14,187.62,-50.66
0.81,-0.1,0.42,9.77,156.37,-44.62
0.83,-0.14,0.47,5.86,131.96,-42.42
0.88,-0.19,0.46,1.22,95.03,-42.97
0.89,-0.22,0.41,-1.22,73.67,-43.88
0.87,-0.26,0.37,-3.72,55.54,-43.95
0.82,-0.28,0.37,-5.25,38.27,-43.21
0.77,-0.31,0.39,-6.77,29.17,-40.89
0.71,-0.36,0.4,-8.18,19.71,-35.28
0.69,-0.39,0.42,-8.42,17.03,-31.19
0.72,-0.42,0.41,-8.36,17.46,-26.79
0.77,-0.43,0.41,-6.16,21.55,-20.2
0.79,-0.46,0.43,-4.33,22.4,-15.5
0.79,-0.51,0.48,-4.33,19.04,-9.16
0.81,-0.53,0.49,-7.69,8.18,-6.35
0.84,-0.52,0.51,-11.41,-9.58,-4.64
0.88,-0.51,0.53,-13.06,-45.84,-3.6
0.9,-0.51,0.57,-12.51,-73.43,-2.56
0.86,-0.51,0.61,-11.17,-99.37,-0.24
0.78,-0.5,0.62,-6.59,-118.96,3.66
0.67,-0.49,0.62,-2.69,-111.69,5.68
0.6,-0.5,0.6,1.77,-76.78,7.32
0.6,-0.51,0.58,2.87,-51.76,7.93
0.63,-0.52,0.57,3.23,-29.91,8.36
0.69,-0.53,0.55,3.11,-4.09,7.81
0.76,-0.53,0.53,2.93,7.57,7.2
0.82,-0.53,0.51,0.98,12.51,6.04
0.91,-0.53,0.49,-2.32,9.89,2.38
0.97,-0.53,0.5,-4.76,2.08,-0.43
1.02,-0.52,0.52,-7.32,-9.7,-3.54
1.05,-0.53,0.56,-11.05,-37.78,-8.18
1.03,-0.54,0.62,-11.72,-56.95,-10.74
0.97,-0.53,0.69,-10.5,-75.81,-15.08
0.92,-0.53,0.71,-9.03,-79.47,-19.47
0.84,-0.56,0.7,-7.51,-78.12,-23.99
0.82,-0.58,0.7,-6.04,-74.04,-29.85
0.81,-0.6,0.69,-5.62,-70.62,-33.51
0.8,-0.6,0.65,-6.59,-65.31,-38.09
0.8,-0.6,0.61,-8.61,-63.78,-40.34
0.82,-0.6,0.6,-10.44,-65.55,-42.18
0.81,-0.58,0.62,-11.96,-72.02,-44.49
0.79,-0.54,0.65,-11.72,-77.03,-46.2
0.73,-0.45,0.67,-10.74,-83.25,-47.91
0.68,-0.41,0.65,-10.99,-84.9,-51.03
0.62,-0.38,0.59,-11.84,-79.71,-53.28
0.57,-0.35,0.57,-14.04,-63.9,-54.69
0.53,-0.33,0.55,-15.87,-52.19,-53.53
0.55,-0.29,0.5,-19.9,-42.36,-49.32
0.58,-0.28,0.45,-23.25,-46.45,-45.04
0.54,-0.25,0.37,-28.56,-62.01,-37.35
0.43,-0.19,0.34,-30.94,-88.07,-23.99
0.33,-0.15,0.33,-30.82,-94.24,-18.43
0.34,-0.13,0.41,-27.16,-94.67,-16.3
0.41,-0.14,0.5,-24.48,-96.74,-15.62
0.44,-0.17,0.57,-22.03,-101.62,-14.65
0.39,-0.17,0.67,-16.97,-100.1,-14.83
0.34,-0.19,0.75,-11.54,-83.86,-15.5
0.4,-0.19,0.89,0.12,-39.25,-21.18
0.42,-0.2,0.96,11.23,-0.31,-28.38
0.4,-0.24,1.02,22.95,42.79,-32.04
0.34,-0.34,0.98,39.73,118.04,-35.28
0.32,-0.4,0.92,51.45,184.39,-43.03
0.29,-0.48,0.82,62.5,256.77,-47.49
0.32,-0.54,0.71,69.82,339.66,-52.12
0.44,-0.59,0.64,69.34,360.05,-52.25
0.64,-0.67,0.58,65.98,348.63,-48.58
0.67,-0.72,0.53,54.75,301.21,-41.56
0.7,-0.76,0.47,45.9,261.05,-34.42
0.64,-0.78,0.35,36.07,226.2,-26.98
0.63,-0.79,0.28,18.74,186.28,-17.52
0.62,-0.78,0.23,7.45,163.7,-12.27
0.59,-0.78,0.17,-8.48,136.29,-4.64
0.61,-0.76,0.15,-17.58,120.79,0.73
0.6,-0.73,0.14,-25.39,109.01,5.19
0.58,-0.68,0.16,-34.12,99.98,10.5
0.6,-0.67,0.22,-38.94,94.67,14.1
0.73,-0.63,0.31,-42.85,81.6,15.75
0.79,-0.59,0.33,-44.68,51.27,15.87
0.82,-0.58,0.34,-44.56,31.31,15.81
0.83,-0.55,0.37,-43.4,14.28,15.81
0.78,-0.53,0.41,-39.0,0.31,14.89
0.72,-0.52,0.44,-35.16,3.78,14.34
0.74,-0.5,0.49,-31.01,12.08,13.55
0.79,-0.5,0.49,-25.09,21.48,12.45
0.82,-0.49,0.47,-20.2,24.29,11.05
0.84,-0.51,0.45,-13.49,23.44,9.52
0.84,-0.5,0.43,-9.7,22.03,7.57
0.88,-0.5,0.42,-6.77,17.21,4.76
0.89,-0.5,0.41,-1.89,9.03,1.16
0.86,-0.5,0.41,1.59,8.48,-1.04
0.85,-0.52,0.41,4.09,9.22,-3.05
0.83,-0.54,0.39,7.63,10.01,-6.16
0.8,-0.56,0.38,8.73,11.17,-7.63
0.79,-0.56,0.37,8.97,12.08,-7.87
0.8,-0.57,0.39,8.97,10.38,-6.47
0.81,-0.57,0.4,8.54,6.23,-5.8
0.81,-0.57,0.39,8.3,0.12,-5.43
0.79,-0.56,0.39,8.36,-11.23,-3.97
0.78,-0.57,0.39,7.57,-19.53,-2.14
0.75,-0.57,0.39,6.59,-26.31,-0.55
0.75,-0.57,0.4,5.8,-27.47,0.0
0.79,-0.59,0.42,4.76,-28.5,-0.12
0.78,-0.56,0.41,3.85,-28.93,5.31
0.79,-0.59,0.38,3.54,-27.59,5.98
0.81,-0.6,0.34,2.5,-26.92,2.38
0.83,-0.6,0.33,0.61,-26.18,2.01
0.83,-0.62,0.33,-1.34,-27.65,0.37
0.83,-0.65,0.32,-5.8,-30.33,-2.32
0.82,-0.64,0.31,-8.97,-31.19,-4.94
0.81,-0.64,0.31,-12.76,-30.64,-6.35
0.8,-0.65,0.32,-19.17,-29.11,-7.63
0.75,-0.63,0.34,-21.97,-23.44,-9.34
0.74,-0.58,0.38,-24.96,-16.78,-10.25
0.74,-0.55,0.41,-28.63,-13.0,-9.46
0.73,-0.52,0.44,-30.21,-12.33,-8.79
0.72,-0.46,0.46,-30.03,-9.58,-5.8
0.77,-0.44,0.48,-30.27,-11.72,-2.44
0.81,-0.42,0.51,-28.14,-21.24,0.37
0.82,-0.42,0.53,-24.72,-30.09,1.1
0.78,-0.4,0.53,-17.33,-41.32,2.5
0.73,-0.39,0.51,-11.29,-42.97,3.11
0.7,-0.38,0.51,-5.25,-42.91,4.46
0.67,-0.38,0.5,3.54,-40.47,4.64
0.64,-0.39,0.48,8.79,-37.54,4.15
0.6,-0.41,0.47,16.42,-28.02,4.88
0.59,-0.43,0.46,20.63,-19.04,5.07
0.62,-0.46,0.44,25.45,-6.71,4.94
0.63,-0.48,0.43,28.14,0.06,4.7
0.64,-0.51,0.4,29.79,6.35,3.91
0.64,-0.55,0.34,28.87,15.5,3.72
0.67,-0.58,0.29,24.72,25.33,3.23
0.72,-0.61,0.29,18.01,28.81,2.87
0.75,-0.62,0.3,13.0,27.53,2.5
0.75,-0.62,0.31,6.1,25.33,2.2
0.76,-0.61,0.33,1.4,24.84,1.89
0.79,-0.61,0.38,-4.7,21.36,1.59
0.8,-0.6,0.4,-7.26,17.82,0.92
0.8,-0.59,0.43,-10.56,12.82,-0.37
0.8,-0.59,0.44,-11.72,10.07,-0.61
0.82,-0.57,0.48,-12.15,5.13,-1.71
0.81,-0.56,0.5,-11.54,0.67,-2.81
0.78,-0.54,0.51,-9.4,-1.28,-3.85
0.78,-0.53,0.51,-8.0,-1.04,-4.52
0.78,-0.51,0.51,-5.19,-3.23,-4.58
0.76,-0.5,0.51,-3.05,-4.7,-4.03
0.74,-0.49,0.52,0.85,-4.09,-3.54
0.74,-0.48,0.54,3.78,-2.44,-3.78
0.74,-0.49,0.54,8.42,-2.32,-3.66
0.74,-0.49,0.52,11.54,-3.54,-3.78
0.72,-0.51,0.48,14.28,-5.19,-3.78
0.7,-0.51,0.46,16.72,-4.33,-2.93
0.71,-0.52,0.43,17.4,-2.26,-2.32
0.72,-0.53,0.39,16.91,0.24,-1.04
0.71,-0.54,0.37,15.62,2.75,0.0
0.7,-0.56,0.33,13.79,6.65,0.73
0.69,-0.57,0.31,9.64,13.49,1.59
0.69,-0.59,0.29,5.98,18.37,2.2
0.71,-0.6,0.27,-0.18,25.27,1.83
0.74,-0.6,0.26,-4.27,29.11,1.4
0.8,-0.61,0.3,-10.86,30.03,-0.12
0.82,-0.6,0.33,-13.92,26.06,-1.65
0.82,-0.6,0.34,-15.93,20.75,-3.42
0.81,-0.6,0.37,-17.4,14.77,-6.1
0.8,-0.59,0.41,-17.33,12.08,-7.57
0.8,-0.56,0.47,-15.5,7.2,-8.85
0.79,-0.54,0.49,-13.31,3.11,-8.67
0.79,-0.52,0.52,-10.56,-1.46,-8.48
0.76,-0.51,0.53,-5.55,-8.3,-8.12
0.74,-0.49,0.53,-1.71,-11.78,-7.93
0.71,-0.49,0.53,3.72,-14.28,-7.08
0.69,-0.49,0.51,7.08,-13.73,-5.92
0.69,-0.48,0.49,11.05,-12.21,-3.6
0.69,-0.48,0.48,13.24,-11.54,-0.61
0.69,-0.49,0.46,15.99,-10.99,2.99
0.69,-0.5,0.44,17.46,-9.34,4.39
0.7,-0.52,0.39,18.25,-5.74,4.94
0.7,-0.54,0.36,17.82,1.04,4.94
0.69,-0.56,0.33,16.36,7.51,4.58
0.71,-0.6,0.29,11.78,17.15,2.5
0.72,-0.61,0.27,8.73,22.28,2.2
0.74,-0.62,0.27,5.0,26.43,2.2
0.76,-0.63,0.26,0.06,30.76,1.1
0.75,-0.64,0.27,-2.99,32.59,-0.43
0.74,-0.65,0.27,-6.77,34.73,-1.28
0.75,-0.64,0.27,-13.85,37.41,-3.36
0.75,-0.65,0.25,-18.01,36.8,-5.37
0.73,-0.64,0.24,-24.6,32.23,-6.16
0.71,-0.64,0.24,-27.77,28.93,-4.76
0.65,-0.62,0.27,-31.25,28.02,-1.83
0.63,-0.59,0.3,-33.69,29.66,1.46
0.66,-0.56,0.36,-35.34,32.29,5.0
0.74,-0.54,0.43,-36.38,33.08,7.93
0.83,-0.53,0.49,-36.25,27.47,7.93
0.92,-0.51,0.51,-31.92,12.45,6.96
