ax,ay,az,gx,gy,gz
-0.35,-0.3,0.87,-0.92,-0.98,1.83
-0.36,-0.31,0.86,-0.85,-0.79,2.01
-0.36,-0.31,0.86,-0.85,-0.24,1.83
-0.35,-0.31,0.86,-1.04,0.73,1.65
-0.35,-0.32,0.87,-1.04,0.98,1.53
-0.35,-0.31,0.87,-1.28,0.79,1.53
-0.35,-0.31,0.87,-1.65,-0.12,1.28
-0.35,-0.31,0.87,-1.77,-0.85,1.28
-0.36,-0.31,0.87,-1.71,-0.79,1.28
-0.36,-0.31,0.87,-1.59,-0.31,1.53
-0.36,-0.31,0.87,-1.53,-0.18,1.71
-0.35,-0.31,0.87,-1.46,-0.24,1.59
-0.36,-0.3,0.87,-1.22,-0.24,1.59
-0.36,-0.31,0.86,-1.22,0.37,1.59
-0.36,-0.31,0.86,-1.16,0.98,1.53
-0.36,-0.31,0.86,-1.04,1.34,1.46
-0.36,-0.31,0.86,-1.04,1.28,1.34
-0.35,-0.31,0.86,-1.1,1.1,1.4
-0.36,-0.31,0.86,-0.92,1.46,1.65
-0.36,-0.31,0.88,-0.73,2.08,1.83
-0.36,-0.31,0.88,-0.49,2.08,1.89
-0.35,-0.31,0.88,-0.43,1.34,1.89
-0.36,-0.31,0.88,-0.49,0.06,2.08
-0.36,-0.32,0.87,-0.61,-0.12,2.2
-0.37,-0.31,0.87,-0.73,0.06,2.2
-0.36,-0.31,0.87,-0.55,0.92,2.5
-0.36,-0.31,0.88,-0.55,0.98,2.69
-0.36,-0.31,0.88,-0.24,0.61,2.56
-0.35,-0.31,0.88,-0.31,0.12,2.75
-0.36,-0.32,0.87,-0.49,-0.06,2.5
-0.36,-0.32,0.87,-0.98,0.18,2.56
-0.37,-0.32,0.87,-1.4,0.73,2.32
-0.36,-0.31,0.87,-1.77,1.16,2.08
-0.36,-0.31,0.87,-2.08,0.43,2.01
-0.36,-0.31,0.86,-2.08,-0.37,1.89
-0.36,-0.3,0.86,-1.77,0.0,1.83
-0.36,-0.3,0.85,-1.34,0.55,1.89
-0.36,-0.3,0.84,-1.16,1.28,1.89
-0.36,-0.29,0.83,-0.73,1.89,1.89
-0.36,-0.29,0.83,-0.24,3.17,2.08
-0.36,-0.29,0.83,0.0,4.33,2.01
-0.35,-0.29,0.83,0.37,5.62,1.89
-0.35,-0.29,0.84,0.73,5.98,1.59
-0.34,-0.3,0.85,0.98,5.37,1.34
-0.34,-0.3,0.84,1.22,3.97,1.22
-0.34,-0.29,0.83,1.53,3.54,1.4
-0.35,-0.31,0.81,1.28,3.78,2.08
-0.36,-0.31,0.81,0.67,5.13,2.62
-0.35,-0.32,0.82,0.18,6.04,2.99
-0.35,-0.31,0.84,-0.49,5.8,3.66
-0.36,-0.31,0.86,-0.85,5.43,4.15
-0.36,-0.31,0.86,-1.59,5.0,5.0
-0.37,-0.3,0.86,-2.14,4.52,5.55
-0.38,-0.29,0.87,-2.93,4.03,6.1
-0.38,-0.28,0.87,-3.42,4.27,7.39
-0.38,-0.27,0.89,-2.87,4.33,8.54
-0.39,-0.27,0.9,-2.93,3.23,10.07
-0.41,-0.27,0.9,-2.56,4.52,10.8
-0.42,-0.29,0.92,-2.62,6.59,11.6
-0.42,-0.29,0.93,-4.03,8.3,12.15
-0.42,-0.3,0.95,-5.31,7.75,11.6
-0.41,-0.31,0.95,-8.18,4.88,10.93
-0.41,-0.31,0.95,-10.56,2.01,10.44
