ax,ay,az,gx,gy,gz
-0.11,-0.25,0.96,0.12,0.98,0.79
-0.11,-0.25,0.96,0.0,0.98,0.61
-0.12,-0.25,0.96,0.12,1.16,0.73
-0.11,-0.25,0.96,0.24,1.22,1.04
-0.11,-0.25,0.96,0.0,1.53,0.98
-0.11,-0.25,0.95,0.0,1.65,0.98
-0.11,-0.25,0.95,-0.24,1.16,1.16
-0.11,-0.25,0.95,-0.37,0.79,1.16
-0.11,-0.25,0.95,-0.31,0.37,1.28
-0.11,-0.25,0.96,-0.37,0.18,1.28
-0.11,-0.25,0.96,-0.49,-0.06,1.34
-0.11,-0.25,0.96,-0.37,0.43,1.22
-0.11,-0.25,0.96,-0.12,0.98,1.28
-0.1,-0.25,0.97,0.12,0.79,0.98
-0.1,-0.25,0.96,0.18,0.43,0.61
-0.11,-0.25,0.96,0.31,0.24,0.67
-0.11,-0.25,0.96,0.43,0.0,1.22
-0.11,-0.25,0.96,0.43,0.0,1.59
-0.11,-0.25,0.96,0.61,0.55,1.46
-0.11,-0.25,0.96,0.85,1.1,1.34
-0.11,-0.25,0.95,0.85,0.85,1.16
-0.11,-0.25,0.95,0.79,0.31,1.34
-0.11,-0.25,0.96,0.85,-0.06,1.65
-0.11,-0.25,0.96,0.79,0.12,2.14
-0.11,-0.25,0.96,0.92,0.49,1.83
-0.11,-0.25,0.95,0.79,-0.06,2.2
-0.11,-0.26,0.94,0.55,-0.18,1.95
-0.11,-0.25,0.95,0.37,-0.31,2.2
-0.11,-0.25,0.95,0.49,-0.61,2.01
-0.11,-0.25,0.96,0.43,-0.98,1.65
-0.11,-0.25,0.96,0.37,-0.73,1.34
-0.1,-0.25,0.96,0.31,-0.61,1.4
-0.11,-0.25,0.95,0.37,-0.79,1.53
-0.1,-0.25,0.95,0.12,-1.1,1.46
-0.11,-0.25,0.95,0.24,-0.85,1.16
-0.11,-0.26,0.96,0.18,-0.67,0.98
-0.11,-0.25,0.96,0.18,-0.92,0.98
-0.11,-0.25,0.96,0.18,-1.16,1.1
-0.11,-0.26,0.96,0.18,-1.22,1.04
-0.11,-0.26,0.96,0.24,-1.28,0.49
-0.11,-0.26,0.96,0.43,-1.71,-0.12
-0.11,-0.26,0.95,0.24,-1.95,-0.24
-0.11,-0.25,0.95,0.31,-1.4,0.0
-0.11,-0.25,0.95,0.43,-0.12,0.06
-0.1,-0.26,0.96,0.85,0.12,-0.31
-0.1,-0.26,0.96,0.73,-0.85,-0.18
-0.1,-0.26,0.96,0.85,-1.16,-0.06
-0.11,-0.26,0.95,0.98,-2.14,0.55
-0.11,-0.25,0.95,0.85,-1.89,0.49
-0.11,-0.26,0.95,1.04,0.06,0.43
-0.1,-0.26,0.96,1.22,0.98,0.12
-0.1,-0.26,0.96,1.16,0.49,0.06
-0.1,-0.26,0.95,1.28,-0.37,0.06
-0.1,-0.25,0.95,1.16,-1.46,0.18
-0.11,-0.25,0.95,1.16,-2.08,0.12
-0.11,-0.26,0.95,1.22,-1.46,-0.06
-0.11,-0.25,0.95,1.16,-0.43,-0.24
-0.11,-0.25,0.95,1.04,0.43,-0.37
-0.1,-0.25,0.96,1.1,0.43,-0.24
-0.11,-0.25,0.96,1.16,-1.1,-0.73
-0.11,-0.25,0.96,1.1,-2.26,-0.73
-0.11,-0.25,0.95,1.16,-4.15,0.06
-0.12,-0.25,0.95,0.85,-4.64,-0.06
-0.12,-0.25,0.95,0.98,-3.6,-0.18
-0.12,-0.25,0.95,0.85,-2.75,-0.79
-0.13,-0.25,0.96,1.16,-2.32,-0.85
-0.13,-0.25,0.96,0.73,-3.66,-0.37
-0.14,-0.26,0.95,0.0,-4.21,0.06
-0.13,-0.25,0.95,-0.49,-4.03,-0.12
-0.13,-0.25,0.95,-0.67,-3.66,-0.31
-0.12,-0.26,0.95,-1.22,-4.33,-0.12
-0.12,-0.25,0.95,-1.46,-4.15,-0.37
-0.12,-0.26,0.95,-1.34,-3.11,-0.85
-0.12,-0.26,0.95,-1.65,-3.17,-0.37
-0.12,-0.26,0.95,-1.53,-2.93,-0.55
-0.12,-0.26,0.96,-1.28,-2.99,-0.79
-0.11,-0.26,0.96,-1.4,-4.39,-1.1
-0.11,-0.27,0.96,-1.4,-6.16,-0.73
-0.11,-0.26,0.96,-1.22,-7.39,-0.79
-0.11,-0.26,0.96,-0.92,-9.64,-0.73
-0.13,-0.26,0.95,-0.92,-10.8,-0.73
-0.13,-0.26,0.95,-1.28,-10.86,-0.67
-0.13,-0.26,0.96,-1.4,-10.25,-1.04
-0.13,-0.25,0.97,-1.46,-10.38,-1.53
-0.13,-0.25,0.97,-1.59,-11.35,-1.53
-0.14,-0.25,0.97,-1.77,-12.57,-1.83
-0.14,-0.24,0.95,-1.77,-13.37,-1.53
-0.15,-0.24,0.95,-1.77,-14.1,-1.1
-0.16,-0.24,0.94,-1.53,-13.31,-1.22
-0.17,-0.24,0.95,-1.16,-10.99,-1.28
-0.17,-0.24,0.95,-0.61,-8.97,-1.71
-0.17,-0.24,0.95,-0.55,-7.02,-2.14
-0.17,-0.24,0.94,-0.37,-6.59,-2.08
